,Unnamed: 0,username,text
6274,6274, st tech restoration,"['member', 'kiss', 'the', 'monky', 'organ', 'the', 'donat', 'even', 'to', 'the', 'fire', 'fighter', 'of', 'station', 'last', 'monday', 'but', 'anyon', 'can', 'help', 'is', 'welcom', 'to', 'come', 'and', 'donat', 'energi', 'or', 'protein', 'bar', 'energi']"
6275,6275,h rleygurl  ,"['sunris', 'in', 'ca', 'pretti', 'to', 'bad', 'the', 'color', 'are', 'from', 'smoke', 'particul', 'in', 'the', 'air', 'from', 'the', 'fire', 'around', 'socal', 'nofilt', 'barstow', 'california']"
6276,6276,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'se', 'nd', 'ave', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
6277,6277,sergio musetti calif,"['sacramento', 'plenti', 'of', 'smoke', 'in', 'the', 'air', 'southeastern', 'sacramento', 'sacramento', 'california']"
6278,6278,wildfire bot  wa or  unofficial   ,"['nefir', 'unoffici', 'new', 'fire', 'report', 'detail', 'uncertain', 'deschutescounti', 'near', 'deschut', 'river', 'wood', 'or', 'mi', 'e', 'of', 'eugen', 'or', 'see', 'offici', 'for', 'safeti', 'info', 'may', 'be', 'incorrect', 'disclaim', 'in', 'imag', 'pic', 'twitter', 'com', 'xsefnsr', 'yp']"
6279,6279,lucy walker,"['boney', 'mountain', 'awe', 'woolseyfir', 'malibu', 'boneymountain', 'californiafir', 'californiawildfir', 'malibu', 'lakesherwood', 'lake', 'sherwood', 'california']"
6280,6280,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'se', 'th', 'ave', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
6281,6281,jeff jennings,"['focu', 'strong', 'paradisestrong', 'california', 'ha', 'been', 'sever', 'impact', 'by', 'the', 'mass', 'shoot', 'devast', 'fire', 'that', 'continu', 'to', 'burn', 'we', 'have', 'mani', 'that', 'have', 'been', 'struck', 'down', 'press']"
6282,6282,gerlinde de broekert,"['the', 'sun', 'is', 'rise', 'and', 'it', 'is', 'smoki', 'from', 'the', 'camp', 'fire', 'in', 'northern', 'california', 'my', 'heart', 'go', 'out', 'to', 'all', 'the', 'peopl', 'suffer', 'capitola', 'california']"
6283,6283,vance white,"['thought', 'prayer', 'a', 'realli', 'big', 'bear', 'hug', 'for', 'all', 'my', 'famili', 'friend', 'in', 'california', 'california', 'fire', 'museum']"
6284,6284,bagman doc zoonotic,"['poop', 'log', 'one', 'at', 'home', 'one', 'at', 'shop', 'smoke', 'set', 'over', 'the', 'ridg', 'a', 'star', 'is', 'born', 'on', 'the', 'bayou', 'year', 'ago', 'north', 'portland', 'oregon']"
6285,6285,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'sw', 'multnomah', 'blvd', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
6286,6286,karina saenz gtrz,"['amomentofsil', 'woolseyfir', 'campfir', 'california', 'redondo', 'beach', 'california']"
6287,6287,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'sw', 'montgomeri', 'dr', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
6288,6288, belinda ramsey ,"['beauti', 'gloriou', 'start', 'to', 'the', 'day', 'think', 'of', 'the', 'fire', 'victim', 'and', 'firefight', 'to', 'the', 'north', 'and', 'the', 'good', 'care', 'citizen', 'neighbor', 'step', 'up', 'to']"
6289,6289,cassie kemic,"['anoth', 'deploy', 'to', 'a', 'fire', 'evacue', 'shelter', 'in', 'the', 'book', 'i', 'learn', 'a', 'lot', 'from', 'the', 'carr', 'fire', 'and', 'took', 'it', 'with', 'me', 'to', 'the', 'camp', 'fire', 'the', 'peopl', 'of', 'paradis', 'and']"
6290,6290,mult co fire ems log,"['ilburn', 'illeg', 'burn', 'at', 'block', 'of', 'ne', 'airport', 'way', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
6291,6291,aweesan,"['the', 'sky', 'is', 'on', 'fire', 'today', 'make', 'it', 'a', 'great', 'day', 'friend', 'godmoron', 'goodmorn', 'sunris', 'wednesday', 'nofilt', 'lookingoutmyfrontdoor', 'sante', 'california']"
6292,6292,mult co fire ems log,"['almcom', 'monitor', 'commerci', 'fire', 'alarm', 'at', 'block', 'of', 'se', 'lincoln', 'st', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
6293,6293,brian humphrey gps,"['i', 'm', 'at', 'lafd', 'fire', 'station', 'in', 'lo', 'angel', 'ca']"
6294,6294,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'n', 'anchor', 'way', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
6295,6295,mult co fire ems log,"['ilburn', 'illeg', 'burn', 'at', 'morrison', 'brg', 'belmont', 'st', 'ramp', 'se', 'belmont', 'st', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
6296,6296,eric   that audio guy,"['well', 'there', 'are', 'appar', 'fire', 'is', 'the', 'sky', 'too', 'insan', 'sunris', 'pacif', 'beach', 'san', 'diego']"
6297,6297,ttn phoenix,"['close', 'due', 'to', 'a', 'car', 'fire', 'in', 'queencreek', 'on', 'ellsworth', 'rd', 'sb', 'approach', 'peco', 'rd', 'phxtraffic']"
6298,6298,wildfire bot  ca    unofficial   ,"['campfir', 'unoffici', 'updat', 'acr', 'contain', 'buttecounti', 'at', 'yanke', 'hill', 'ca', 'mi', 'n', 'of', 'sacramento', 'ca', 'see', 'offici', 'for', 'safeti', 'info', 'may', 'be', 'incorrect', 'disclaim', 'in', 'imag', 'pic', 'twitter', 'com', 'ckgz', 'tkzd']"
6299,6299,luana enriquez,"['mmm', 'thank', 'for', 'my', 'superfood', 'breakfast', 'a', 'work', 'wa', 'busi', 'tri', 'to', 'get', 'safeti', 'tip', 'readi', 'for', 'our', 'work', 'crew', 'that', 'are', 'deal', 'with', 'recoveri', 'effort', 'for', 'the', 'fire', 'had', 'vegan', 'vanilla']"
6300,6300,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'se', 'th', 'ave', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
6301,6301,kolb cougars,"['kolb', 'middl', 'school', 'will', 'open', 'and', 'dismiss', 'at', 'pm', 'today', 'the', 'district', 'and', 'administr', 'team', 'are', 'awar', 'of', 'the', 'local', 'fire', 'but', 'kolb', 'is', 'not', 'affect', 'at', 'thi', 'time', 'thank', 'you', 'for', 'be']"
6302,6302, a lar charlar acar,"['my', 'heart', 'go', 'out', 'to', 'all', 'those', 'in', 'california', 'affect', 'by', 'the', 'horrif', 'fire', 'pleas', 'visit', 'to', 'see', 'how', 'you', 'can', 'help', 'those', 'in', 'need', 'california', 'redcross', 'goldenst']"
6303,6303,boysan faletusi,"['am', 'california', 'fire', 'sky', 'on', 'a', 'hump', 'day', 'harvest', 'park', 'chula', 'vista', 'california']"
6304,6304,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'se', 'th', 'ave', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
6305,6305,mult co fire ems log,"['miscf', 'unknown', 'type', 'of', 'fire', 'problem', 'at', 'i', 'fwi', 'sw', 'th', 'ave', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
6306,6306,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'sw', 'clay', 'st', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
6307,6307,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'sw', 'th', 'ave', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
6308,6308,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'ne', 'davi', 'st', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
6309,6309,mult co fire ems log,"['carbon', 'carbon', 'monoxid', 'alarm', 'at', 'block', 'of', 'ne', 'fremont', 'st', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
6310,6310,radioex,"['californiafir', 'california']"
6311,6311,mult co fire ems log,"['odor', 'smell', 'onli', 'with', 'no', 'smoke', 'visibl', 'at', 'block', 'of', 'sw', 'parkhil', 'way', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
6312,6312,mult co fire ems log,"['cfire', 'commerci', 'structur', 'fire', 'at', 'se', 'water', 'ave', 'se', 'stark', 'st', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
6313,6313,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'se', 'flavel', 'st', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
6314,6314,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'ne', 'weidler', 'st', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
6315,6315,orlando medical inst,"['join', 'me', 'in', 'pray', 'over', 'the', 'fire', 'fighter', 'who', 'are', 'work', 'and', 'surviv', 'in', 'the', 'terribl', 'condit', 'god', 'be', 'with', 'you', 'all', 'paradis', 'california']"
6316,6316,brian humphrey gps,"['i', 'm', 'at', 'lo', 'angel', 'fire', 'depart', 'epi', 'center', 'lafd', 'in', 'lo', 'angel', 'ca']"
6317,6317,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'ne', 'wasco', 'st', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
6318,6318,randy bagus n,"['semua', 'tentang', 'kesetiaan', 'karena', 'setia', 'itu', 'butuh', 'pengorbanan', 'yang', 'akan', 'berujung', 'keloyalan', 'untukmu', 'customerku', 'paradis', 'nevada']"
6319,6319,karl drilling,"['just', 'when', 'you', 'think', 'the', 'worst', 'of', 'woolsey', 'fire', 'is', 'over', 'and', 'some', 'mandatori', 'evacu', 'get', 'lift', 'thi', 'plume', 'of', 'smoke', 'appear', 'from', 'nowher', 'in', 'the', 'carlisl', 'canyon', 'abov', 'westlak', 'villag']"
6320,6320,sales  cactus vintage   jewelry,"['paradis', 'california', 'peopl', 'and', 'pet', 'inciner', 'home', 'gone', 'pet', 'still', 'be', 'caught', 'and', 'triag', 'hous', 'to', 'hous', 'search', 'for', 'bodi', 'so', 'far', 'hundr', 'miss', 'time', 'to', 'step', 'up', 'if']"
6321,6321,mult co fire ems log,"['almcom', 'monitor', 'commerci', 'fire', 'alarm', 'at', 'block', 'of', 'se', 'franci', 'st', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
6322,6322,mult co fire ems log,"['med', 'medic', 'at', 'ne', 'th', 'ave', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
6323,6323,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'sw', 'th', 'ave', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
6324,6324,vic clinco,"['when', 'the', 'box', 'of', 'hot', 'sauc', 'arriv', 'with', 'cinnamon', 'fire', 'jolli', 'rancher', 'score', 'did', 'you', 'notic', 'each', 'bottl', 'of', 'myhottestlif', 'come', 'with', 'a', 'mini', 'comic', 'under', 'the', 'neck', 'wrap', 'how', 'ef', 'cool']"
6325,6325,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'ne', 'wistaria', 'dr', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
6326,6326,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'n', 'whitak', 'rd', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
6327,6327,mult co fire ems log,"['med', 'medic', 'at', 'n', 'go', 'st', 'n', 'interst', 'ave', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
6328,6328,rent casey,"['buri', 'me', 'in', 'smoke', 'last', 'piec', 'done', 'and', 'ink', 'live', 'on', 'twitch', 'for', 'my', 'brother', 'from', 'anoth', 'mother', 'disagiobeatz', 'thank', 'for', 'the', 'trust', 'bro', 'print', 'of', 'thi', 'piec', 'will', 'be', 'avail', 'soon', 'stay']"
6329,6329,brian humphrey gps,"['dormitori', 'at', 'lafd', 'fire', 'station', 'in', 'lo', 'angel', 'ca']"
6330,6330,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'se', 'th', 'ave', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
6331,6331,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'ne', 'th', 'ave', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
6332,6332,kristin west,"['livelarg', 'when', 'jupit', 'is', 'in', 'sagittariu', 'life', 'is', 'a', 'big', 'a', 'you', 'make', 'it', 'especi', 'for', 'fire', 'and', 'air', 'sign', 'lo', 'angel', 'california']"
6333,6333,mult co fire ems log,"['almaud', 'audibl', 'fire', 'alarm', 'at', 'block', 'of', 'se', 'th', 'ave', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
6334,6334,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'ne', 'nd', 'ave', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
6335,6335,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'se', 'cherri', 'blossom', 'dr', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
6336,6336,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'n', 'south', 'shore', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
6337,6337,chris rusanowsky,"['brush', 'fire', 'in', 'rialto', 'ca', 'sierrafir', 'rialto']"
6338,6338,mult co fire ems log,"['med', 'medic', 'at', 'nw', 'broadway', 'nw', 'irv', 'st', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
6339,6339,mult co fire ems log,"['pubast', 'public', 'assist', 'at', 'block', 'of', 'ne', 'th', 'ave', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
6340,6340,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'sw', 'morrison', 'st', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
6341,6341,mult co fire ems log,"['ta', 'traffic', 'accid', 'st', 'respons', 'fire', 'em', 'at', 'sw', 'th', 'ave', 'w', 'burnsid', 'st', 'portland', 'or', 'portland', 'fire', 'rp']"
6342,6342,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'se', 'milwauki', 'ave', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
6343,6343,oxnard weather,"['smoke', 'clear', 'sky', 'temperatur', 'down', 'f', 'f', 'humid', 'up', 'wind', 'mph', 'mph']"
6344,6344,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'se', 'ash', 'st', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
6345,6345,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'ne', 'th', 'ave', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
6346,6346,doron ofir casting,"['a', 'sacr', 'owl', 'sit', 'on', 'the', 'beach', 'in', 'malibu', 'a', 'the', 'inferno', 'approach', 'pleas', 'text', 'wildfir', 'to', 'to', 'support', 'the', 'southern', 'california', 'fire', 'relief', 'fund', 'nd', 'pic', 'llama', 'sit', 'on', 'the', 'beach']"
6347,6347,mult co fire ems log,"['ilburn', 'illeg', 'burn', 'at', 'block', 'of', 'ne', 'halsey', 'st', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
6348,6348,fontana weather,"['smoke', 'clear', 'sky', 'temperatur', 'down', 'f', 'f', 'humid', 'up', 'wind', 'mph', 'mph']"
6349,6349,fremont weather,"['smoke', 'haze', 'temperatur', 'down', 'f', 'f', 'humid', 'up']"
6350,6350,la verne weather,"['smoke', 'clear', 'sky', 'temperatur', 'down', 'f', 'f', 'humid', 'up', 'wind', 'mph', 'mph']"
6351,6351,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'sw', 'th', 'ave', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
6352,6352,chris rusanowsky,"['fire', 'depart', 'doe', 'a', 'structur', 'expect', 'on', 'on', 'a', 'hous', 'on', 'amberwood', 'court', 'rialto', 'ca', 'serriafir', 'californiafir', 'onassign', 'cbsnew', 'ktla', 'news', 'rialtofir', 'rialto', 'rialto']"
6353,6353,chris rusanowsky,"['fire', 'depart', 'doe', 'a', 'structur', 'expect', 'on', 'a', 'hous', 'on', 'amberwood', 'court', 'rialto', 'ca', 'serriafir', 'californiafir', 'onassign', 'cbsnew', 'ktla', 'news', 'rialtofir', 'rialto', 'rialto', 'california']"
6354,6354,chris rusanowsky,"['san', 'bernardino', 'fire', 'depart', 'extinguish', 'remain', 'hotspot', 'in', 'fire', 'near', 'amberwood', 'court', 'rialto', 'ca', 'serriafir', 'californiafir', 'onassign', 'cbsnew', 'ktla', 'news', 'rialtofir', 'rialto']"
6355,6355,chris rusanowsky,"['lizzi', 'and', 'francisco', 'watch', 'from', 'their', 'backyard', 'san', 'bernardino', 'fire', 'depart', 'put', 'out', 'hot', 'spot', 'and', 'small', 'fire', 'on', 'electr', 'pole', 'serriafir', 'californiafir', 'onassign', 'cbsnew']"
6356,6356,los angeles weather,"['smoke', 'clear', 'sky', 'temperatur', 'down', 'f', 'f', 'humid', 'up', 'wind', 'mph', 'mph']"
6357,6357,james kirk,"['read', 'about', 'the', 'fire', 'in', 'california', 'whilst', 'edit', 'my', 'recent', 'photo', 'it', 'so', 'hard', 'to', 'imagin', 'the', 'devast', 'veri', 'reliev', 'to', 'hear', 'that', 'thi', 'beauti', 'place', 'though', 'properti', 'wa']"
6358,6358,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'se', 'marion', 'st', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
6359,6359,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'se', 'stark', 'st', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
6360,6360,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'n', 'hayden', 'island', 'dr', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
6361,6361,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'ne', 'sandi', 'blvd', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
6362,6362,charles edward york,"['you', 'can', 't', 'fire', 'the', 'truth', 'mendac', 'is', 'a', 'wateri', 'mirror', 'of', 'the', 'truth', 'whose', 'reflect', 'onc', 'broken', 'rippl', 'in', 'all', 'direct', 'when', 'the', 'desir', 'to', 'know', 'can', 'no', 'longer', 'be', 'contain', 'the', 'long']"
6363,6363,irvine weather,"['smoke', 'clear', 'sky', 'temperatur', 'down', 'f', 'f', 'humid', 'up', 'wind', 'mph', 'mph']"
6364,6364,glendale weather,"['smoke', 'clear', 'sky', 'temperatur', 'down', 'f', 'f', 'humid', 'up', 'wind', 'mph', 'mph']"
6365,6365,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'sw', 'boundari', 'st', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
6366,6366,mult co fire ems log,"['med', 'medic', 'at', 'se', 'stark', 'st', 'se', 'martin', 'luther', 'king', 'jr', 'blvd', 'portland', 'fire', 'rp', 'pdx']"
6367,6367,mult co fire ems log,"['ta', 'traffic', 'accid', 'code', 'em', 'onli', 'at', 'ne', 'lloyd', 'blvd', 'ne', 'grand', 'ave', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
6368,6368,rialto weather,"['smoke', 'clear', 'sky', 'temperatur', 'down', 'f', 'f', 'humid', 'up', 'wind', 'mph', 'mph']"
6369,6369,weather,"['smoke', 'clear', 'sky', 'temperatur', 'down', 'f', 'f', 'humid', 'up', 'wind', 'mph', 'mph']"
6370,6370,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'n', 'macrum', 'ave', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
6371,6371,wildfire bot  ca    unofficial   ,"['fire', 'unoffici', 'new', 'fire', 'report', 'detail', 'uncertain', 'riversidecounti', 'at', 'oasi', 'ca', 'mi', 'ne', 'of', 'san', 'diego', 'ca', 'see', 'offici', 'for', 'safeti', 'info', 'may', 'be', 'incorrect', 'disclaim', 'in', 'imag', 'pic', 'twitter', 'com', 'sxhib', 'yrvr']"
6372,6372,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'ne', 'th', 'ave', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
6373,6373,willowbrook weather,"['smoke', 'clear', 'sky', 'temperatur', 'down', 'f', 'f', 'humid', 'up', 'wind', 'mph', 'mph']"
6374,6374,insurancespecialist,"['to', 'all', 'the', 'hero', 'fight', 'the', 'fire', 'were', 'grate', 'for', 'what', 'you', 'do', 'stay', 'safe', 'out', 'there', 'a', 'insur', 'agent', 'we', 'know', 'first', 'hand', 'how', 'destruct', 'and', 'danger', 'fire', 'and', 'other', 'natur']"
6375,6375,jennifer norman,"['repost', 'tricanyon', 'send', 'our', 'thought', 'and', 'prayer', 'to', 'all', 'of', 'those', 'be', 'affect', 'by', 'these', 'terribl', 'fire', 'we', 'have', 'home', 'readi', 'for', 'peopl', 'that', 'have', 'been', 'displac', 'get', 'it', 'touch', 'at']"
6376,6376,alex wood  ,"['if', 'we', 'deem', 'the', 'current', 'cultur', 'of', 'medicin', 'accept', 'we', 'will', 'forev', 'be', 'victim', 'of', 'inertia', 'if', 'we', 'are', 'go', 'to', 'talk', 'about', 'race', 'we', 'must', 'also', 'talk', 'about', 'racism', 'oppress', 'intersection', 'in', 'classroom', 'in', 'clinic', 'on', 'the', 'ward', 'vanessaferrel']"
6377,6377,torrance weather,"['smoke', 'clear', 'sky', 'temperatur', 'down', 'f', 'f', 'humid', 'up', 'wind', 'mph', 'mph']"
6378,6378,dean mcgregory,"['for', 'the', 'love', 'of', 'our', 'california', 'we', 'must', 'tell', 'a', 'stori', 'woosleyfir', 'volunt', 'californiafir', 'firefightersp', 'twitter', 'com', 'zipxaqg', 'q']"
6379,6379,el monte weather,"['smoke', 'clear', 'sky', 'temperatur', 'down', 'f', 'f', 'wind', 'mph', 'mph']"
6380,6380,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'se', 'sherrett', 'st', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
6381,6381,radioex,"['californiafir', 'california']"
6382,6382,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'sw', 'th', 'ave', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
6383,6383,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'se', 'mill', 'st', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
6384,6384,riverside weather,"['smoke', 'clear', 'sky', 'temperatur', 'down', 'f', 'f', 'humid', 'up', 'wind', 'mph', 'mph']"
6385,6385,elliott j lawrence,"['mood', 'last', 'minut', 'studio', 'gig', 'with', 'some', 'bomb', 'as', 'player', 'and', 'produc', 'knock', 'out', 'some', 'fire', 'in', 'two', 'take', 'thank', 'for', 'the', 'invit', 'thedavidtam', 'and', 'maxmacveeti', 'sydrane', 'and', 'mateo']"
6386,6386,karen north,"['the', 'fire', 'thi', 'past', 'week', 'have', 'been', 'unbeliev', 'the', 'stori', 'of', 'surviv', 'are', 'miracul', 'i', 'talk', 'to', 'a', 'friend', 'today', 'who', 'life', 'in', 'malibu', 'all', 'they', 'could', 'do', 'wa', 'grab', 'their', 'pet', 'get', 'to']"
6387,6387,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'nw', 'th', 'ave', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
6388,6388,travel online,"['pray', 'for', 'california', 'good', 'morn', 'and', 'be', 'strong', 'california', 'pray', 'prayforcalifornia', 'fire', 'beauti', 'place', 'be', 'strong', 'golden', 'gate', 'bridg', 'photo', 'by', 'california', 'golden', 'gate']"
6389,6389,santa ana weather,"['smoke', 'clear', 'sky', 'temperatur', 'down', 'f', 'f', 'humid', 'up', 'wind', 'mph', 'mph']"
6390,6390,celeste maisel,"['what', 'a', 'love', 'day', 'fireseason', 'smoke', 'fairfield', 'california']"
6391,6391,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'n', 'interst', 'ave', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
6392,6392,mult co fire ems log,"['polreq', 'polic', 'request', 'dispatch', 'balanc', 'at', 'se', 'harold', 'st', 'se', 'nd', 'ave', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
6393,6393,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'nw', 'naito', 'pkwi', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
6394,6394,salem weather,"['smoke', 'mist', 'temperatur', 'down', 'f', 'f', 'humid', 'up', 'wind', 'mph', 'mph']"
6395,6395,m ,"['fan', 'tan', 'alley', 'onc', 'home', 'to', 'gambl', 'nook', 'opium', 'den', 'and', 'prostitut', 'now', 'a', 'hipster', 'paradis', 'isn', 't', 'that', 'the', 'way', 'though', 'i', 'alway', 'love', 'stroll', 'through', 'victoria', 'by', 'myself', 'whether']"
6396,6396,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'ne', 'halsey', 'st', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
6397,6397,mult co fire ems log,"['water', 'water', 'problem', 'at', 'block', 'of', 'ne', 'prescott', 'st', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
6398,6398,brood   martial arts,"['kid', 'and', 'adult', 'were', 'on', 'fire', 'tonight', 'great', 'work', 'warrior', 'mma', 'wrestl', 'gymlif', 'train', 'kettlebel', 'jiujitsu', 'grappl', 'strength', 'workout', 'brood', 'bjj', 'nogi', 'trainhard']"
6399,6399,gene kang,"['warn', 'crimin', 'are', 'tri', 'to', 'prey', 'on', 'woolseyfir', 'victim', 'by', 'pretend', 'to', 'be', 'insur', 'adjust', 'and', 'loot', 'lasdhq', 'took', 'me', 'on', 'a', 'ride', 'a', 'long', 'talk', 'about', 'prevent', 'kind', 'to', 'the', 'commun', 'and', 'gruel', 'work', 'shift', 'agourahil', 'nbcla']"
6400,6400,ttwn sacramento,"['camp', 'fire', 'closur', 'in', 'paradis', 'surroundingarea', 'on', 'hwi', 'both', 'nb', 'sb', 'between', 'ca', 'and', 'ca', 'traffic']"
6401,6401,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'n', 'swift', 'way', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
6402,6402,mult co fire ems log,"['ilburn', 'illeg', 'burn', 'at', 'block', 'of', 'se', 'schiller', 'st', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
6403,6403,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'sw', 'th', 'ave', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
6404,6404,mult co fire ems log,"['med', 'medic', 'at', 'n', 'mcclellan', 'st', 'n', 'denver', 'ave', 'portland', 'fire', 'rp', 'pdx']"
6405,6405,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'se', 'washington', 'st', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
6406,6406,tess van straaten,"['just', 'anoth', 'day', 'in', 'paradis', 'frenchbeach', 'sook', 'yyj', 'becahday', 'thisisnovemb', 'thisiscanada', 'loveyourlif', 'makeeverydayep', 'makeeverysecondcount', 'travel', 'exploremor']"
6407,6407,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'n', 'thunderbird', 'way', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
6408,6408,michael bleau,"['i', 'm', 'thank', 'my', 'neighborhood', 'avoid', 'the', 'woolsey', 'fire', 'but', 'wa', 'remind', 'tonight', 'while', 'drive', 'past', 'a', 'burn', 'tree', 'in', 'encino', 'to', 'be', 'a', 'readi', 'a', 'possibl', 'two', 'pack', 'of', 'fire', 'extinguish', 'for']"
