,Unnamed: 0,username,text
1629,1629,daryl  phd  c   m s   mph  ches,"['develop', 'a', 'new', 'class', 'for', 'the', 'colleg', 'health', 'dispar', 'the', 'social', 'determin', 'of', 'health', 'paradis', 'valley', 'commun', 'colleg']"
1630,1630,  stoned,"['i', 'smoke', 'blunt', 'big', 'ga', 'puff', 'puff', 'no', 'pa', 'my', 'goon', 'rollin', 'up', 'what', 's', 'that', 'chilli', 'willi', 'that', 'real', 'ga', 'money', 'come', 'in', 'real', 'fast', 'i', 'don', 't', 'hate', 'i', 'hustl', 'cop', 'that', 'gucci', 'for']"
1631,1631,mult co fire ems log,"['med', 'medic', 'at', 'nw', 'broadway', 'nw', 'couch', 'st', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1632,1632,total traffic la,"['a', 'car', 'is', 'on', 'fire', 'on', 'the', 'right', 'shoulder', 'in', 'hollywood', 'on', 'u', 'sb', 'at', 'hollywood', 'blvd', 'stop', 'traffic', 'back', 'to', 'gower', 'st', 'delay', 'of', 'min']"
1633,1633,whittier wellness society,"['hello', 'whittier', 'thousand', 'oak', 'calif', 'a', 'man', 'wield', 'a', 'handgun', 'and', 'dress', 'in', 'black', 'open', 'fire', 'late', 'wednesday', 'night', 'insid', 'a', 'crowd', 'countri', 'and', 'western', 'danc', 'hall', 'in', 'thousand']"
1634,1634,pla sirinavin,"['paradis', 'aquarium', 'aquariumofthepacif', 'aquariumofthepacif', 'losangel', 'latrip', 'aquarium', 'of', 'the', 'pacif']"
1635,1635,mult co fire ems log,"['ilburn', 'illeg', 'burn', 'at', 'block', 'of', 'se', 'th', 'ave', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1636,1636,mult co fire ems log,"['almcom', 'monitor', 'commerci', 'fire', 'alarm', 'at', 'block', 'of', 'ne', 'flander', 'st', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1637,1637,ttwn sf bay area,"['car', 'fire', 'right', 'lane', 'in', 'redwoodc', 'on', 'u', 'nb', 'befor', 'woodsid', 'rd', 'stop', 'traffic', 'back', 'to', 'univers', 'ave', 'delay', 'of', 'min', 'bayarea']"
1638,1638,ttwn sf bay area,"['car', 'fire', 'right', 'lane', 'in', 'redwoodc', 'on', 'u', 'nb', 'befor', 'woodsid', 'rd', 'stop', 'traffic', 'back', 'to', 'willow', 'rd', 'delay', 'of', 'min', 'bayarea']"
1639,1639,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'ne', 'st', 'ave', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1640,1640,mult co fire ems log,"['ta', 'traffic', 'accid', 'st', 'respons', 'fire', 'em', 'at', 'sw', 'nd', 'ave', 'sw', 'barbur', 'blvd', 'portland', 'or', 'portland', 'fire', 'rp']"
1641,1641,mult co fire ems log,"['med', 'medic', 'at', 'sw', 'rd', 'ave', 'sw', 'oak', 'st', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1642,1642,eben bell,"['fire', 'in', 'the', 'feather', 'river', 'canyon', 'chico', 'california']"
1643,1643,mult co fire ems log,"['ta', 'traffic', 'accid', 'fire', 'onli', 'at', 'ne', 'nd', 'ave', 'ne', 'sacramento', 'st', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1644,1644,puff s smoke shop,"['repost', 'onelovecbd', 'with', 'get', 'repost', 'one', 'love', 'cbd', 'is', 'now', 'avail', 'at', 'puff', 'smoke', 'shop', 'in', 'carson', 'citi', 'nv', 'drop', 'in', 'and', 'speak', 'to', 'our', 'good', 'friend', 'dan', 'or', 'kristian', 'and', 'get', 'the', 'full', 'line']"
1645,1645,rosario strano  ,"['good', 'morn', 'everyon', 'readi', 'for', 'advoc', 'researchishop', 'endalz', 'endalzheim', 'myjudi', 'paradis', 'valley', 'arizona']"
1646,1646,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'sw', 'harrison', 'st', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1647,1647,city roots in boots,"['the', 'news', 'we', 'woke', 'up', 'to', 'thi', 'morn', 'is', 'absolut', 'devast', 'our', 'heart', 'are', 'heavi', 'and', 'our', 'prayer', 'are', 'with', 'the', 'victim', 'and', 'their', 'famili', 'countrystrong', 'prayforthousandoak']"
1648,1648,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'ne', 'th', 'ave', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1649,1649,mult co fire ems log,"['med', 'medic', 'at', 'nw', 'burnsid', 'st', 'couch', 'st', 'ramp', 'nw', 'couch', 'st', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1650,1650,victo ngai    ,"['thought', 'and', 'prayer', 'with', 'the', 'thousand', 'oak', 'ca', 'gun', 'violenc', 'victim', 'and', 'their', 'love', 'one', 'it', 's', 'been', 'bare', 'a', 'year', 'sinc', 'the', 'mass', 'shoot', 'in', 'la', 'vega', 'and', 'not', 'even', 'month', 'sinc', 'the']"
1651,1651,mult co fire ems log,"['almcom', 'monitor', 'commerci', 'fire', 'alarm', 'at', 'block', 'of', 'sw', 'th', 'ave', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1652,1652,mult co fire ems log,"['smokea', 'smoke', 'investig', 'outsid', 'a', 'structur', 'at', 'block', 'of', 'se', 'water', 'ave', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1653,1653,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'nw', 'th', 'ave', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1654,1654,devon edwards,"['jmcneilstudio', 'tbt', 'i', 'want', 'my', 'fire', 'cinespacechicago', 'lo', 'angel', 'california']"
1655,1655,tracy king,"['that', 'there', 'in', 'the', 'lower', 'photo', 'is', 'moist', 'concret', 'ye', 'folk', 'it', 's', 'a', 'moist', 'morn', 'in', 'paradis', 'eagl', 'rock', 'lo', 'angel']"
1656,1656,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'ne', 'fremont', 'st', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1657,1657,focus da problem  ,"['they', 'dont', 'want', 'no', 'more', 'smoke', 'chappel', 'marriag', 'and', 'famili', 'therapi']"
1658,1658,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'se', 'cesar', 'e', 'chavez', 'blvd', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1659,1659,brian humphrey gps,"['i', 'm', 'at', 'lo', 'angel', 'fire', 'depart', 'epi', 'center', 'lafd', 'in', 'lo', 'angel', 'ca']"
1660,1660,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'nw', 'naito', 'pkwi', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1661,1661,brian humphrey gps,"['i', 'm', 'at', 'lafd', 'fire', 'station', 'in', 'lo', 'angel', 'ca']"
1662,1662,mult co fire ems log,"['almcom', 'monitor', 'commerci', 'fire', 'alarm', 'at', 'block', 'of', 'sw', 'howard', 'way', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1663,1663,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'se', 'divis', 'st', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1664,1664,wildfire bot  sw    unofficial  ,"['canalfir', 'unoffici', 'new', 'fire', 'report', 'detail', 'uncertain', 'yumacounti', 'near', 'el', 'prado', 'estat', 'az', 'mi', 'n', 'of', 'yuma', 'az', 'see', 'offici', 'for', 'safeti', 'info', 'may', 'be', 'incorrect', 'disclaim', 'in', 'imag', 'pic', 'twitter', 'com', 'kimfh', 'e', 'p']"
1665,1665,mult co fire ems log,"['ta', 'ped', 'traffic', 'accid', 'pedestrian', 'or', 'bike', 'at', 'ne', 'lloyd', 'blvd', 'ne', 'grand', 'ave', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1666,1666,w         e   e     d         ,"['can', 'someon', 'explain', 'thi', 'cannabi', 'weed', 'dank', 'fire', 'chronic', 'treamteam', 'loud', 'terp', 'cannabiscommun', 'oprahsbookclub', 'i', 'societi', 'spokan', 'spokaneston', 'dab', 'dab']"
1667,1667,steff,"['vivalasvega', 'paradis', 'nevada']"
1668,1668,mult co fire ems log,"['ilburn', 'illeg', 'burn', 'at', 'block', 'of', 'n', 'interst', 'ave', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1669,1669,mult co fire ems log,"['med', 'medic', 'at', 'nw', 'th', 'ave', 'w', 'burnsid', 'st', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1670,1670,mult co fire ems log,"['almcom', 'monitor', 'commerci', 'fire', 'alarm', 'at', 'block', 'of', 'ne', 'columbia', 'blvd', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1671,1671,mult co fire ems log,"['ilburn', 'illeg', 'burn', 'at', 'nw', 'th', 'ave', 'nw', 'industri', 'st', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1672,1672,brian ford,"['look', 'for', 'a', 'home', 'or', 'invest', 'in', 'arizona', 'look', 'to', 'escap', 'cold', 'climat', 'move', 'to', 'paradis', 'low', 'tax', 'great', 'home', 'price', 'strong', 'market', 'call', 'me', 'brianford', 'scottsdal']"
1673,1673,tonydiamondstdc,"['so', 'kilatesbcn', 'and', 'asic', 'made', 'some', 'absolut', 'fire', 'with', 'these', 'so', 'mani', 'littl', 'detail', 'and', 'a', 'veri', 'uniqu', 'colorway', 'kilat', 'gellyteiii', 'asicsaddict', 'teamas', 'asicsworld']"
1674,1674,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'ne', 'nd', 'ave', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1675,1675,mult co fire ems log,"['smokea', 'smoke', 'investig', 'outsid', 'a', 'structur', 'at', 'n', 'mississippi', 'ave', 'n', 'skidmor', 'st', 'portland', 'or', 'portland', 'fire', 'rp']"
1676,1676,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'nw', 'hoyt', 'st', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1677,1677,portland police log,"['fire', 'relat', 'at', 'block', 'of', 'se', 'harney', 'st', 'portland', 'or', 'portland', 'polic', 'pp', 'pdx']"
1678,1678,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'nw', 'hoyt', 'st', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1679,1679,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'n', 'vancouv', 'ave', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1680,1680,mult co fire ems log,"['ilburn', 'illeg', 'burn', 'at', 'block', 'of', 'se', 'harney', 'st', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1681,1681,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'ne', 'nd', 'ave', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1682,1682,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'se', 'stark', 'st', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1683,1683,total traffic sea,"['vehicl', 'on', 'fire', 'in', 'tacoma', 'on', 'i', 'nb', 'at', 'th', 'st', 'traffic']"
1684,1684,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'nw', 'skylin', 'blvd', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1685,1685,wildfire bot  sw    unofficial  ,"['levyfir', 'unoffici', 'new', 'fire', 'report', 'detail', 'uncertain', 'yumacounti', 'near', 'el', 'prado', 'estat', 'az', 'mi', 'n', 'of', 'yuma', 'az', 'see', 'offici', 'for', 'safeti', 'info', 'may', 'be', 'incorrect', 'disclaim', 'in', 'imag', 'pic', 'twitter', 'com', 'djom', 'b', 'oef']"
1686,1686,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'se', 'grand', 'ave', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1687,1687,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'w', 'burnsid', 'st', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1688,1688,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'e', 'burnsid', 'st', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1689,1689,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'ne', 'th', 'ave', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1690,1690,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'n', 'jantzen', 'dr', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1691,1691,jeff urrea,"['my', 'heart', 'ach', 'for', 'our', 'commun', 'there', 'are', 'no', 'word', 'i', 'can', 'say', 'just', 'prayer', 'i', 'can', 'make', 'for', 'all', 'the', 'victim', 'and', 'all', 'the', 'staff', 'at', 'borderlinebar', 'venturacounti', 'thousandoak', 'borderlinebar']"
1692,1692,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'sw', 'th', 'ave', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1693,1693,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'se', 'woodstock', 'blvd', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1694,1694,sarah petty silikula,"['emerg', 'hotlin', 'to', 'locat', 'victim', 'or', 'survivor', 'of', 'borderlin', 'mass', 'shoot', 'borderlin', 'bar', 'grill']"
1695,1695,mult co fire ems log,"['polreq', 'polic', 'request', 'dispatch', 'balanc', 'at', 'block', 'of', 'n', 'gantenbein', 'ave', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1696,1696,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'ne', 'nd', 'ave', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1697,1697,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'ne', 'multnomah', 'st', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1698,1698,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'ne', 'th', 'ave', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1699,1699,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'sw', 'nd', 'ave', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1700,1700,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'se', 'stark', 'st', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1701,1701,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'sw', 'th', 'ave', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1702,1702,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'nw', 'th', 'ave', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1703,1703,sarah petty silikula,"['god', 'bless', 'all', 'the', 'victim', 'and', 'their', 'famili', 'still', 'tri', 'to', 'connect', 'with', 'their', 'miss', 'love', 'one', 'here', 'is', 'a', 'moment', 'of', 'love', 'and', 'hope', 'thru', 'thi', 'tragedi', 'borderlin', 'bar', 'grill']"
1704,1704,mult co fire ems log,"['ilburn', 'illeg', 'burn', 'at', 'sw', 'st', 'ave', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1705,1705,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'ne', 'mallori', 'ave', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1706,1706,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'sw', 'nd', 'ave', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1707,1707,mult co fire ems log,"['med', 'medic', 'at', 'ne', 'th', 'ave', 'ne', 'lloyd', 'blvd', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1708,1708,mult co fire ems log,"['med', 'medic', 'at', 'ne', 'th', 'ave', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1709,1709,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'se', 'stark', 'st', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1710,1710,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'se', 'th', 'ave', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1711,1711,mult co fire ems log,"['almcom', 'monitor', 'commerci', 'fire', 'alarm', 'at', 'n', 'center', 'court', 'st', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1712,1712,wildfire bot  ca    unofficial   ,"['nightfir', 'unoffici', 'new', 'fire', 'report', 'detail', 'uncertain', 'sanbernardinocounti', 'near', 'crestlin', 'ca', 'mi', 'ene', 'of', 'lo', 'angel', 'ca', 'see', 'offici', 'for', 'safeti', 'info', 'may', 'be', 'incorrect', 'disclaim', 'in', 'imag', 'pic', 'twitter', 'com', 'qpmuwivrk']"
1713,1713,mult co fire ems log,"['med', 'medic', 'at', 'n', 'michigan', 'ave', 'n', 'rosa', 'park', 'way', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1714,1714,leah uko jackson,"['updat', 'vcso', 'say', 'number', 'of', 'victim', 'ha', 'gone', 'up', 'to', 'peopl', 'includ', 'the', 'vcso', 'deputi', 'shooter', 'is', 'in', 'a', 'confin', 'area', 'and', 'there', 'is', 'no', 'threat', 'to', 'gener', 'public']"
1715,1715,cheryl love aka cheryl love diaz,"['i', 'could', 'realli', 'give', 'a', 'f', 'i', 'usual', 'don', 't', 'tri', 'to', 'get', 'f', 'up', 'but', 'i', 'wa', 'in', 'pain', 'and', 'i', 'smoke', 'some', 'realli', 'good', 'infus', 'blunt', 'and', 'although', 'i', 'would', 'not', 'dare', 'tri', 'to', 'even', 'drive', 'my', 'mobil']"
1716,1716,romi de frias,"['mass', 'shoot', 'at', 'local', 'bar', 'in', 'thousand', 'oak', 'california', 'author', 'say', 'the', 'scene', 'is', 'still', 'activ', 'and', 'there', 'are', 'at', 'least', 'victim', 'tiroteo', 'en', 'un', 'bar', 'local', 'en', 'thousand', 'oak', 'ca', 'en']"
1717,1717,nate,"['i', 'm', 'at', 'paradis', 'tower', 'troplv', 'in', 'la', 'vega', 'nv']"
1718,1718,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'sw', 'luradel', 'st', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1719,1719,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'se', 'harrison', 'st', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1720,1720,mult co fire ems log,"['med', 'medic', 'at', 'ne', 'holladay', 'st', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1721,1721,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'ne', 'broadway', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1722,1722,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'nw', 'davi', 'st', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1723,1723,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'sw', 'th', 'pl', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1724,1724,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'ne', 'schuyler', 'st', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1725,1725,mult co fire ems log,"['ilburn', 'illeg', 'burn', 'at', 'block', 'of', 'se', 'nd', 'ave', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1726,1726,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'sw', 'nd', 'ave', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1727,1727,mult co fire ems log,"['med', 'medic', 'at', 'sw', 'th', 'ave', 'sw', 'market', 'st', 'portland', 'fire', 'rp', 'pdx']"
1728,1728,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'sw', 'bond', 'ave', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1729,1729,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'n', 'stafford', 'st', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1730,1730,mult co fire ems log,"['almaud', 'audibl', 'fire', 'alarm', 'at', 'block', 'of', 'se', 'taylor', 'st', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1731,1731,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'se', 'powel', 'blvd', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1732,1732,mult co fire ems log,"['almcom', 'monitor', 'commerci', 'fire', 'alarm', 'at', 'se', 'th', 'ave', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1733,1733,mult co fire ems log,"['med', 'medic', 'at', 'sw', 'th', 'ave', 'sw', 'jefferson', 'st', 'portland', 'fire', 'rp', 'pdx']"
1734,1734,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'n', 'center', 'ave', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1735,1735,mult co fire ems log,"['carbon', 'carbon', 'monoxid', 'alarm', 'at', 'block', 'of', 'e', 'burnsid', 'st', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1736,1736,mult co fire ems log,"['ilburn', 'illeg', 'burn', 'at', 'block', 'of', 'n', 'interst', 'ave', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1737,1737,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'se', 'washington', 'st', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1738,1738,mult co fire ems log,"['almaud', 'audibl', 'fire', 'alarm', 'at', 'block', 'of', 'se', 'reed', 'colleg', 'pl', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1739,1739,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'ne', 'bell', 'dr', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1740,1740,brood   martial arts,"['from', 'kid', 'mma', 'to', 'adult', 'muay', 'thai', 'tonight', 'wa', 'on', 'fire', 'with', 'all', 'the', 'warrior', 'martialart', 'mma', 'muaythai', 'gymlif', 'train', 'liftheavi', 'highlyaggress', 'thaibox', 'strength', 'workout']"
1741,1741,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'ne', 'th', 'ave', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1742,1742,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'n', 'burr', 'ave', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1743,1743,mult co fire ems log,"['med', 'medic', 'at', 'sw', 'th', 'ave', 'sw', 'madison', 'st', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1744,1744,wiccasso witch,"['silenc', 'spiritu', 'fire', 'is', 'all', 'i', 'll', 'be', 'do', 'thi', 'month', 'seattl', 'washington']"
1745,1745,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'se', 'grand', 'ave', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1746,1746,green go brea,"['omfreakingg', 'realfood', 'chinooksalmon', 'kingsalmon', 'fresh', 'britishcolumbia', 'wildsalmon', 'sooooo', 'delici', 'paradis', 'california']"
1747,1747,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'sw', 'th', 'ave', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1748,1748,that one guy,"['hit', 'my', 'previou', 'squat', 'pr', 'thi', 'morn', 'for', 'a', 'x', 'then', 'decid', 'to', 'head', 'back', 'thi', 'even', 'for', 'back', 'fire', 'season', 's', 'have', 'alway', 'kill', 'my', 'strength', 'gain', 'but', 'i', 'm', 'start', 'thi', 'winter', 'just']"
1749,1749,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'ne', 'nd', 'ave', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1750,1750,mult co fire ems log,"['med', 'medic', 'at', 'n', 'vancouv', 'ave', 'n', 'sumner', 'st', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1751,1751,kinga,"['no', 'matter', 'what', 'good', 'or', 'bad', 'happen', 'to', 'me', 'i', 'll', 'just', 'danc', 'it', 'out', 'so', 'i', 'can', 'get', 'back', 'on', 'fire', 'to', 'my', 'talk', 'at', 'booksto', 'k', 'tomorrow', 'in', 'lasvega', 'luanbyluci', 'lbl', 'offici', 'hungarianfashion']"
1752,1752,billy bennight,"['fire', 'i', 'bid', 'you', 'to', 'burn', 'selfi', 'artattherendon', 'artattherendon', 'therendon', 'flame', 'photographi', 'photograph', 'photographerslif', 'realdonaldtrump', 'senjameinhof', 'losangelesphotograph']"
1753,1753,benjamin,"['my', 'brother', 'jkvbshark', 'vbshark', 'n', 'i', 'have', 'been', 'have', 'a', 'lot', 'of', 'fun', 'with', 'the', 'new', 'effect', 'and', 'gear', 'littl', 'bit', 'dragon', 'littl', 'bit', 'devil', 'but', 'all', 'while', 'be', 'on', 'fire']"
1754,1754,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'se', 'th', 'pl', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1755,1755,genevieve tyrrell,"['tyler', 'durden', 'be', 'damn', 'day', 'marlasing', 'the', 'tourist', 'michaelkaplan', 'chose', 'the', 'wide', 'brim', 'hat', 'so', 'the', 'smoke', 'would', 'float', 'around', 'her', 'the', 'bridesmaid', 'costum', 'recommiss']"
1756,1756,stig soerensen,"['drink', 'a', 'fire', 'guild', 'by', 'moderntimesb', 'at', 'moderntimesb']"
1757,1757,mult co fire ems log,"['power', 'line', 'or', 'pole', 'down', 'or', 'arc', 'at', 'block', 'of', 'se', 'nd', 'ave', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1758,1758,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'se', 'th', 'ave', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1759,1759,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'sw', 'broadway', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1760,1760,brian faber,"['kid', 'spend', 'the', 'night', 'at', 'maema', 's', 'take', 'advantag', 'of', 'some', 'quiet', 'time', 'with', 'a', 'mid', 'week', 'smoke', 'and', 'bourbon', 'enjoy', 'some', 'sweetfreedom', 'watch', 'run', 'scare']"
1761,1761,mult co fire ems log,"['almr', 'monitor', 'residenti', 'fire', 'alarm', 'at', 'block', 'of', 'se', 'franklin', 'st', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1762,1762,awcrapahellboypodcast,"['here', 'is', 'a', 'clip', 'of', 'out', 'guest', 'androo', 'stanton', 'talk', 'about', 'throw', 'hand', 'of', 'chang', 'dure', 'the', 'first', 'hellboy', 'movi', 'listen', 'to', 'the', 'full', 's', 'e', 'the', 'v', 'rcolac', 'now', 'wear', 'campfir']"
1763,1763,mult co fire ems log,"['elec', 'electr', 'problem', 'in', 'a', 'structur', 'at', 'block', 'of', 'sw', 'alder', 'st', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1764,1764,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'se', 'th', 'ave', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
1765,1765,sipeatsleeprhepeat,"['if', 'you', 'love', 'fresh', 'basil', 'you', 'll', 'love', 'thi', 'pizza', 'mysliceofthepiephx', 's', 'el', 'blanco', 'is', 'top', 'with', 'roast', 'jalap', 'o', 'garlic', 'oliv', 'oil', 'four', 'chees', 'blend', 'asadero', 'rom', 'tomato', 'fire', 'roast']"
1766,1766,mult co fire ems log,"['med', 'medic', 'at', 'block', 'of', 'se', 'holgat', 'blvd', 'portland', 'or', 'portland', 'fire', 'rp', 'pdx']"
