,cleaned_message,urgent_cos_sim,non_urgent_cos_sim,urgent,text,username,coordinates
928,diggerfire unofficial new fire report detail uncertain maderacounty merced mariposa unit mi wnw yosemite lake ca mi nnw fresno ca see official safety info may incorrect disclaimer image pic twitter com uvvjdudyu,0.14387574519607058,0.14731469179963133,0,"#DiggerFire  unofficial new fire report; details uncertain.
#MaderaCounty Merced-Mariposa Unit; ~8mi WNW of Yosemite Lakes, CA. ~31mi NNW of Fresno, CA. See officials for safety info. May be incorrect; disclaimers in images.pic.twitter.com/UVvjDudYu7",Wildfire Bot (CA) - Unofficial 🔥🤖,"(39.73958010775236, -121.81147050958616)"
929,almres monitored residential fire alarm block sw virginia ave portland portland fire rp pdx,0.14281223301956714,0.14371486557832364,0,"ALMRES - MONITORED RESIDENTIAL FIRE ALARM at 6600 BLOCK OF SW VIRGINIA AVE, PORTLAND, OR [Portland Fire #RP18000096184] 14:15 #pdx911",Mult Co Fire/EMS log,"(39.851279002488226, -121.42326802385607)"
930,smoke smoke investigation inside structure block sw th ave portland portland fire rp pdx,0.1542029306507064,0.1552209174498724,0,"SMOKES - SMOKE INVESTIGATION INSIDE A STRUCTURE at 1400 BLOCK OF SW 12TH AVE, PORTLAND, OR [Portland Fire #RP18000096185] 14:17 #pdx911",Mult Co Fire/EMS log,"(39.77453123749418, -121.48735817427875)"
931,elec electrical problem structure block n lombard st portland portland fire rp pdx,0.14042534638996693,0.14332628155212054,0,"ELEC - ELECTRICAL PROBLEM IN A STRUCTURE at 2300 BLOCK OF N LOMBARD ST, PORTLAND, OR [Portland Fire #RP18000096182] 14:08 #pdx911",Mult Co Fire/EMS log,"(39.738043581032315, -121.52220881424628)"
932,v abc startling satellite image show devastating impact northern california camp fire two monstrous blaze claimed least life laying waste,0.1418489358807591,0.15031514430761736,0,"Vía  @abc BEFORE AND AFTER: Startling satellite images show devastating impact of Northern California's Camp Fire.

Two monstrous blazes have claimed at least 84 lives while laying waste… https://www.instagram.com/p/BqcW0S9npzw/?utm_source=ig_twitter_share&igshid=rsqnymd5nfuw …",ELNOTICIEROVISUAL,"(39.81150402382244, -121.61252100899497)"
933,alright planetshakers honor treating fellow service man team came support first first care fireman woman explorebuttecountyca campfire,0.14482963192213585,0.1532779898552616,0,"Alright my #planetshakers 
I had the honor of treating a fellow service man. His team came down to support our first there first to care Firemen &  women in explorebuttecountyca
 Campfire… https://www.instagram.com/p/BqQac4llolG/?utm_source=ig_twitter_share&igshid=ooxvxyk6mc2f …",Nancy Grace McMillan,"(39.78435631560421, -121.6933788763346)"
934,forgetting hella shit like smoke,0.1444002901889394,0.15372453042919576,0,"I be forgetting hella shit like I smoke , and I don’t",Green Eyes,"(39.77520146185554, -121.67456163759503)"
935,beautiful day paradise sunnydays snowbird parttimesnowbirds sun village resort surprise arizona,0.14301565808318764,0.14979045862828144,0,"A beautiful day in paradise! #sunnydays #snowbirds #parttimesnowbirds @ Sun Village Resort, Surprise, Arizona https://www.instagram.com/p/BqdU7syndSS/?utm_source=ig_twitter_share&igshid=10w89gq5tzp27 …",Holly Quigley,"(39.70861729568459, -121.61316941517626)"
936,waiting snow tahoe joke laugh gambling buffet cigarette smoke elderly south lake tahoe california,0.14336691109785446,0.14612333320459014,0,"#waiting for #snow #Tahoe #jokes #laughs #gambling #buffets #cigarette #smoke #elderly @ South Lake Tahoe, California https://www.instagram.com/p/BqdTdQhnk0J/?utm_source=ig_twitter_share&igshid=17jl1b1qp8zwg …",Paula Bel,"(39.549094767382876, -121.58946722545038)"
937,smoke make sunrise spectacular southbaysunrise dawnwashere earlybirdreward redondo beach california,0.14244893160240318,0.14333007304050555,0,"The smoke did make our sunrises more spectacular.
#southbaysunrise #dawnwashere #earlybirdreward @ Redondo Beach, California https://www.instagram.com/p/BqdTiGrHtKt/?utm_source=ig_twitter_share&igshid=18ko1dp74e09j …",WhatsonDawnsMind,"(39.821969257838276, -121.63217538429404)"
938,saturday ticket paradise join mseretan hoodisgood mellow social mile loop meet huck sf roll sharp hope,0.14587187010263347,0.15260868521315307,0,It’s on!  This Saturday.  2 tickets to Paradise.  Join @mseretan and @hoodisgood for a mellow social 50 mile loop.  Meet at Huck sf at 8 for  and .  We will roll at 830 sharp.  Hope… https://www.instagram.com/p/BqdTcNxFrpj/?utm_source=ig_twitter_share&igshid=16sg8ps7osq33 …,Huckleberry Bicycles,"(39.751630727879174, -121.59998697254137)"
939,posted photo paradise warm spring lv,0.1450332677619208,0.14608712278065275,0,"Just posted a photo @ Paradise & Warm Springs, LV https://www.instagram.com/p/BqdTYmvhAkeIv2gtZ8FapybWtNj26HRqyZ4JXw0/?utm_source=ig_twitter_share&igshid=vwlgvzirzb6z …",Matt,"(39.78235043236737, -121.67051519358262)"
940,n th street paradise valley az extra large lot build dream home located country club acre lot close shopping restaurant seller motivated arizona realestate pic twitter com gu plr qhb,0.1409235148414233,0.15352012865885553,0,"$749,000 10242 N 58Th Street, #Paradise Valley, #AZ - Extra large lot to build your dream home on. Located in Country Club Acres, this lot is close to shopping, restaurants and the 51. Seller is motivated!!... #ARIZONA #realEstate http://tinyurl.com/ydbh2aqc pic.twitter.com/Gu3plr3Qhb",Real Estate Tech,"(39.76086555537373, -121.74364203602836)"
941,whitehorsefire unofficial new fire report detail uncertain klamathcounty fremont winema nf mi ne chiloquin mi ssw bend see official safety info may incorrect disclaimer image pic twitter com clfofnvies,0.14432263289756747,0.1457044269026256,0,"#WhiteHorseFire  unofficial new fire report; details uncertain.
#KlamathCounty Fremont-Winema NF; ~8mi NE of Chiloquin, OR. ~99mi SSW of Bend, OR. See officials for safety info. May be incorrect; disclaimers in images.pic.twitter.com/CLFOFNvIes",Wildfire Bot (WA/OR)-Unofficial 🔥🤖,"(39.745922554890534, -121.63736410149473)"
942,pull tonight rain sleet smoke ready catch dope performance amazing artist free show better see george nightclub,0.1391593480156114,0.14691205695978582,0,Pull up tonight rain sleet or smoke  Be ready to catch some dope performances from some amazing artists. It’s a free show so i better see y’all there  @ Georges Nightclub https://www.instagram.com/p/BqdR2FaAb1_/?utm_source=ig_twitter_share&igshid=1nafe0l7i7avm …,Raphael Maartine,"(39.78839695757137, -121.67479052138738)"
943,earth body water blood fire spirit amid devastating fire norcal history producing highest toxicity air quality world last week,0.13435526664635747,0.1423922360747679,0,"“Earth my body, water my blood... fire my spirit.” 

Amid the most devastating #fires in NorCal history, producing the highest toxicity of air quality in the world last week, this… https://www.instagram.com/p/BqdRFYvAARq/?utm_source=ig_twitter_share&igshid=mmo41k17i885 …",Stephanie Thoma,"(39.7492280567703, -121.61776219656895)"
944,rivfir river incident willamette river wb morrison brg multnomah county portland fire rp pdx,0.14108528581222501,0.14519546238514353,0,"RIVFIR - RIVER INCIDENT at WILLAMETTE RIVER WB AT / MORRISON BRG, MULTNOMAH COUNTY, OR [Portland Fire #RP18000096162] 13:14 #pdx911",Mult Co Fire/EMS log,"(39.79294642870852, -121.66360801858019)"
945,pull tonight rain sleet smoke ready catch dope performance amazing artist free show better see george nightclub,0.1391593480156114,0.14691205695978582,0,Pull up tonight rain sleet or smoke  Be ready to catch some dope performances from some amazing artists. It’s a free show so i better see y’all there  @ Georges Nightclub https://www.instagram.com/p/BqdQgxoA2Dh/?utm_source=ig_twitter_share&igshid=ecr0wt819jsa …,Raphael Maartine,"(39.75982214573891, -121.61543446376153)"
946,good news passing front clear smoke central ca bad news pushed south mountain barely visible palm desert today smoke,0.1495849928637134,0.1499729523919138,0,Good news is that the passing front will clear some of the smoke from Central CA. Bad news is that it’s being pushed south. Mountains barely visible in Palm Desert today. #smoke… https://www.instagram.com/p/BqdO_CzhIoi/?utm_source=ig_twitter_share&igshid=1ljrebari6jvv …,Mike Everett Weather,"(39.69322984139003, -121.74428606304404)"
947,beautiful rainy day campfire fire emergency small animal shelter watch see chico municipal airport,0.13887906170047362,0.14670272342690746,0,A beautiful rainy day at the Campfire fire emergency small animal shelter...watch to see why. @ Chico Municipal Airport https://www.instagram.com/p/BqdMZazDwkR/?utm_source=ig_twitter_share&igshid=1sp7xo85kgzqb …,Freddie B.,"(39.58828397410469, -121.69078911949728)"
948,romanfire unofficial new fire report detail uncertain missoulacounty lolo nf near frenchtown mt mi nw missoula mt see official safety info may incorrect disclaimer image pic twitter com ahmosjy,0.14231415371827674,0.1487869376933015,0,"#RomanFire  unofficial new fire report; details uncertain.
#MissoulaCounty Lolo NF; Near Frenchtown, MT. ~16mi NW of Missoula, MT. See officials for safety info. May be incorrect; disclaimers in images.pic.twitter.com/AhmOsjy64d",Wildfire Bot (AK/ID/MT/ND)-Unofficial 🔥🤖,"(39.80071049259738, -121.5789575526995)"
949,picture filming dxe animal right demonstration remember victim thanksgiving memorial victim thanksgiving front whole food,0.14560245750043851,0.1496318678241152,0,"A picture of me filming the DXE Animal Rights demonstration ‘We Remember: The Victims of Thanksgiving’; a memorial for the victims of Thanksgiving, in front of Whole Foods… https://www.instagram.com/robotvirgin/p/BqdLo9-gvvM/?utm_source=ig_twitter_share&igshid=113u4ni6aaysz …",Timothy Hellman,"(39.745607847953465, -121.58883991574798)"
950,forget dummy smash fire soul oliverheldens happy apart masterpiece koreatown plaza,0.1493532016980445,0.15413129175337273,0,Can’t forget this dummy smash too!! “Fire In My Soul” by @oliverheldens ...!! Happy to have been apart of this masterpiece!! @ Koreatown Plaza https://www.instagram.com/p/BqdKL1CnLsi/?utm_source=ig_twitter_share&igshid=60usmop048pl …,King Koalo,"(39.74430423176116, -121.64772497284278)"
951,almcom monitored commercial fire alarm block se th ave portland portland fire rp pdx,0.14311147826556214,0.1441974841177553,0,"ALMCOM - MONITORED COMMERCIAL FIRE ALARM at 3500 BLOCK OF SE 86TH AVE, PORTLAND, OR [Portland Fire #RP18000096148] 12:09 #pdx911",Mult Co Fire/EMS log,"(39.809468487852065, -121.62977525795252)"
952,tonight pm til close help u raise money redcross help lost much devastating fire state ha ever seen drink cause,0.14915583178650613,0.15815620909670758,0,Tonight at 5pm til close help us raise money for all that @redcross is doing to help those that have lost so much in the most devastating fires our state has ever seen. Drink for a cause… https://www.instagram.com/p/BqdJNfuApyl/?utm_source=ig_twitter_share&igshid=1qniqltv4ttpi …,"O'Brien's Pub, SD","(39.80237576852448, -121.57128272113573)"
953,prime brisket taking smoke bath yodersmokers kingman chinsbbq northwestbbqcrew meathustler meathustlernation chingon beef brisket hillsboro oregon pnw,0.14336026695375553,0.14485903664256589,0,"Few Prime Briskets taking a Smoke Bath in the yodersmokers Kingman 24"" 
.
#chinsbbq #northwestbbqcrew #meathustler #meathustlernation #chingon #beef #brisket #hillsboro #oregon #pnw… https://www.instagram.com/p/BqdJH-FnULZ/?utm_source=ig_twitter_share&igshid=tjse1b0mri77 …",Aaron Martinez,"(39.873057070103606, -121.5968344190453)"
954,smoke shower rain temperature f f humidity wind mph mph,0.1552518081557725,0.16150058887763016,0,"smoke -> shower rain
temperature up 58°F -> 61°F
humidity up 82% -> 83%
wind 5mph -> 3mph",Fremont Weather,"(39.77868747608731, -121.55262726415725)"
955,smoke shower rain temperature f f humidity wind mph mph,0.1552518081557725,0.16150058887763016,0,"smoke -> shower rain
temperature up 56°F -> 58°F
humidity up 82% -> 86%
wind 8mph -> 15mph",Oakland Weather,"(39.76364283683212, -121.63958332411686)"
956,smoke shower rain temperature f f humidity wind mph mph,0.1552518081557725,0.16150058887763016,0,"smoke -> shower rain
temperature up 58°F -> 61°F
humidity up 82% -> 100%
wind 3mph -> 24mph",Weather,"(39.823156072595474, -121.72569728433122)"
957,cfire commercial structure fire block se water ave portland portland fire rp pdx,0.14265182630643047,0.14561102990492195,0,"CFIRE - COMMERCIAL STRUCTURE FIRE at 2200 BLOCK OF SE WATER AVE, PORTLAND, OR [Portland Fire #RP18000096139] 11:39 #pdx911",Mult Co Fire/EMS log,"(39.84730136679516, -121.72608878345615)"
958,cfire commercial structure fire block se water ave portland portland fire rp pdx,0.14265182630643047,0.14561102990492195,0,"CFIRE - COMMERCIAL STRUCTURE FIRE at 2200 BLOCK OF SE WATER AVE, PORTLAND, OR [Portland Fire #RP18000096142] 11:46 #pdx911",Mult Co Fire/EMS log,"(39.96610929685836, -121.59929344515602)"
959,well look got pull come support stacked roster talent next friday nov th paris carter gonna fire night close november,0.14484915298245032,0.1475991741921698,0,"WELL LOOK WHAT WE GOT HERE. Pull up and come support a STACKED roster of talent next Friday, Nov. 30th with @Paris__Carter !! It’s gonna be a fire night to close out November, so you… https://www.instagram.com/p/BqdFRm5nPdd/?utm_source=ig_twitter_share&igshid=1ctfaubpdzd6x …",LEWARD SALEMO ⚡️,"(39.75356359919286, -121.51551414094736)"
960,amp ha story tell taino indian used sit around circle smoke praying circle wa called cohiba would blow smoke,0.14171626207552926,0.14207612158002908,0,"This amp has stories to tell. 

“…the Taino Indians used to sit around in a circle and smoke while praying. The circle was called a “cohiba.” They would blow their smoke with their… https://www.instagram.com/p/BqdEg1tFcRP/?utm_source=ig_twitter_share&igshid=1f0c6143ybpos …",Denny Mishler,"(39.73107147140609, -121.44863599128088)"
961,e beverly lane e scottsdale az beautiful spacious shea home desirable paradise park subdivision home feature large cul de sac lot pool outdoor fireplace sport court arizona realestate pic twitter com nyjfoplarc,0.14510799888125722,0.15247191093842855,0,"$634,900 5604 E Beverly Lane E, #Scottsdale, #AZ - Beautiful, spacious, Shea home in desirable Paradise Park subdivision. Home features large cul-de-sac lot with pool, outdoor fireplace, and sport court -... #ARIZONA #realEstate http://tinyurl.com/ybdsohux pic.twitter.com/NYjfopLarC",Real Estate Tech,"(39.69227604591123, -121.68513340232764)"
962,got rain grateful campfire californiafires mountain view california,0.1392172157821104,0.14093784328589964,0,"We’ve got rain. Grateful. #campfire #californiafires @ Mountain View, California https://www.instagram.com/p/BqdA1LOnkTS/?utm_source=ig_twitter_share&igshid=17dlggnud5xsc …",Tami Droese,"(39.83702491481078, -121.6303567606999)"
963,clear blue smoke free sky absolutely thrilled airqualityindex moderate zone sparetheair campfire,0.14234317497086946,0.15157059295128195,0,"Clear blue smoke free sky!  Absolutely thrilled!
#AirQualityIndex now 95, in the Moderate zone 

#sparetheair
#campfire… https://www.instagram.com/p/Bqc_4XCnsEn/?utm_source=ig_twitter_share&igshid=mfk7o5yqs5b9 …",survivorstephanie,"(39.74455562590817, -121.77655319180849)"
964,blessed witness spectacular autumn sunset wine country finally seeing change sonoma n hope fire affected area,0.14899780788012382,0.1504368418585871,0,"Blessed to witness this spectacular Autumn sunset in the wine country, finally seeing some change here in Sonoma n hope that's how it is in the other fire affected areas on… https://www.instagram.com/p/Bqc9WC8j7fk/?utm_source=ig_twitter_share&igshid=6cdej6hhd6kv …",Bhags,"(39.66534272534533, -121.8062127359276)"
965,new profusionco holiday collection fire set literally buck preform like highend product love bare lip set pretty,0.1425545184647658,0.14306197991146988,0,"The new @ProfusionCo Holiday Collection is on FIRE 
.
These sets are literally a few bucks but preform like some highend products do! I’m in love!
.
The Bare Lip Set is so pretty! I’m… https://www.instagram.com/p/Bqc9IU6hLO_/?utm_source=ig_twitter_share&igshid=1ishnsb7n9f59 …",Jas,"(39.75289770829601, -121.64033474508153)"
966,sending prayer love light everyone impacted fire learned today topanga chamber commerce meeting beautiful santa monica mountain,0.14424114773570262,0.14710711917940747,0,Sending Prayers Love and Light to everyone impacted by the fires.  I learned today in Topanga’s Chamber of Commerce meeting that 83% of our beautiful Santa Monica Mountains we’re… https://www.instagram.com/p/Bqc8OuMnoWI/?utm_source=ig_twitter_share&igshid=8xt0gpcc0nwz …,"Dianne Porchia, MA","(39.58475448435029, -121.58952733637578)"
967,outing givingtuesday pop benefit performance support victim california fire,0.1462618396344598,0.14656212646138408,0,Outing: #GivingTuesday Pop-Up Benefit Performance to support victims of California fires http://www.mydiversability.com/calendar/2018/11/27/outing-givingtuesday-pop-up-benefit-performance-to-support-victims-of-california-fires …,Diversability® | Disability Empowerment,"(39.72777695856017, -121.56335605942267)"
968,first rain season ha never felt good today smoke seems little better see slight outline foothill distance smell like,0.14637626299346332,0.15906391101161654,0,"The first rain of the season has never felt so good!!  Today, the smoke seems a little better and we can see a slight outline of the foothills in the distance  It smells like a… https://www.instagram.com/p/Bqc7UlGn5Ag/?utm_source=ig_twitter_share&igshid=1w1csw1bgl7uc …",April,"(39.76796349894417, -121.61120222476806)"
969,smoke pollution south sacramento california califires travel travelphotography south,0.1469276892317799,0.15491580491089552,0,The smoke pollution south of Sacramento on I-5. #california #califires #travels #travelphotography @ I-5 South https://www.instagram.com/p/Bqc7CnslJZ8/?utm_source=ig_twitter_share&igshid=aqonuum2jf75 …,WriterofBooks,"(39.86866183591512, -121.78049025288466)"
970,currently stationed woolsey fire recovery operation command post malibu woolseyfire firstresponders publicsafety lacounty malibu bluff park,0.14345986316846968,0.14652335095560107,0,Currently stationed at the Woolsey Fire Recovery Operations Command Post here in Malibu. #woolseyfire #firstresponders #publicsafety #lacounty @ Malibu Bluffs Park https://www.instagram.com/p/Bqc7HD3BZkm/?utm_source=ig_twitter_share&igshid=16yf0ssmpjne …,Arden Ebalo,"(39.86816979638414, -121.75854114514446)"
971,diamondfire unofficial new fire report detail uncertain plumascounty usfsplumas mi nne taylorsville ca mi nw reno nv see official safety info may incorrect disclaimer image pic twitter com yhzybomv,0.14553562231712247,0.14734843854874988,0,"#DiamondFire  unofficial new fire report; details uncertain.
#PlumasCounty @USFSPlumas; ~6mi NNE of Taylorsville, CA. ~71mi NW of Reno, NV. See officials for safety info. May be incorrect; disclaimers in images.pic.twitter.com/YhzYBomV05",Wildfire Bot (CA) - Unofficial 🔥🤖,"(39.559561284736255, -121.63064581537674)"
972,mary mansion visit topher adam imafoolishmortal topheradam hauntedmansion marypoppins procreateapp mansionmashups paradise nevada,0.15219595441226644,0.15658075061933327,0,"“Mary’s Mansion Visit” by Topher Adam 2018 #imafoolishmortal #topheradam #hauntedmansion #marypoppins #procreateapp #mansionmashups @ Paradise, Nevada https://www.instagram.com/p/Bqc5YP_nmZx/?utm_source=ig_twitter_share&igshid=1mxensebpesil …",imafoolishmortal,"(39.66633083087465, -121.62083718666031)"
973,coffee day debbie get try pumpkin paradise ollie brought store giving treat get ready holiday jansbeaverton,0.13824008374047994,0.1391914048801596,0,"Coffee of the day! Debbie didn't get to try the Pumpkin Paradise that @ollie1976 brought in for the store, so giving her a treat to get her ready for the holidays! #jansbeaverton… https://www.instagram.com/p/Bqc4VCilbb_/?utm_source=ig_twitter_share&igshid=dr9yuk4evrk …",Jan's,"(39.762249677632326, -121.66579978102565)"
974,happy thanksgiving eve livermore air quality index improves morning inchbyinch progress smokepollution campfire bayareaairquality livermore california,0.1403352213636331,0.14101554892319906,0,"Happy Thanksgiving eve.  #Livermore air quality index improves to 109 this morning.  

#inchbyinch
#progress
#smokepollution
#campfire
#bayareaairquality @ Livermore, California https://www.instagram.com/p/Bqc3oPxH916/?utm_source=ig_twitter_share&igshid=15me97oyipj29 …",survivorstephanie,"(39.87789025193662, -121.57175562357034)"
975,blacksailcreekfire unofficial new fire report detail uncertain silverbowcounty beaverhead deerlodge nf mi w rader creek mt mi w bozeman mt see official safety info may incorrect disclaimer image pic twitter com renjutxto,0.14202958076942762,0.14444725890903962,0,"#BlackSailCreekFire  unofficial new fire report; details uncertain.
#SilverBowCounty Beaverhead-Deerlodge NF; ~7mi W of Rader Creek, MT. ~68mi W of Bozeman, MT. See officials for safety info. May be incorrect; disclaimers in images.pic.twitter.com/5reNjUTXto",Wildfire Bot (AK/ID/MT/ND)-Unofficial 🔥🤖,"(39.80715542611032, -121.56972598976088)"
976,super excited announce lineup year holiday par taaay purplemane u mattbateyrules spesh deth im willmoore seattle music local prince tribute fire,0.1474078272462446,0.16147423122859056,0,"Super excited to announce the lineup for this years holiday par-taaay! @purplemane4u @mattbateyrules spesh2deth @Im_WillMoore !!!! 

#seattle #music #local #prince #tribute #fire… https://www.instagram.com/p/Bqc2NRdFAC2/?utm_source=ig_twitter_share&igshid=1el5e3qi0pzoa …",The Central Saloon,"(39.89471705312253, -121.717943668257)"
977,grateful escape air love though help feel despair le fortunate lost everything camp fire tragedy strike yet time,0.14386997337054674,0.1537293260346047,0,"So grateful to escape the air with my loves, though can’t help but feel despair for those less fortunate who lost everything in Camp Fire. When tragedy strikes yet again, this time so… https://www.instagram.com/p/Bqc1oEJhOcz/?utm_source=ig_twitter_share&igshid=1aie5amzc6zpn …",Samantha Durbin,"(39.73724953054085, -121.63167507840923)"
978,almost home repost circusbella smoke circus emerges kaleidoscope treasure island san francisco,0.14313092084887008,0.15383055199155365,0,"We're almost home!
#Repost @circusbella
•  •  •  •  •
Out of the smoke a circus emerges. #kaleidoscope
.
.
.
.
. @ Treasure Island, San Francisco https://www.instagram.com/p/Bqc0hSeAcvn/?utm_source=ig_twitter_share&igshid=156c4o3bvwxg5 …",Veronica Blair,"(39.94474079503019, -121.60377607715854)"
979,reckon say source wall fire around splendor midst hoshiyana milpitas california,0.1412585201793658,0.1424496827982139,0,"reckon i, says the source, will be a wall of fire all around her, and i will be the splendor in her midst. #hoshiyana 
 @ Milpitas, California https://www.instagram.com/p/Bqc0gvGlX-z/?utm_source=ig_twitter_share&igshid=dkd62m26izs …",Aaron Asuncion,"(39.71239161828381, -121.62595570099016)"
980,carr fire camp fire smoke soot ash odor fire damage clean carrfire campfire shastacounty servpro reddingcaliforniapic twitter com mk oqlyngl,0.1366888524871482,0.1381683078459521,0,"Carr Fire, Camp Fire Smoke, Soot, Ash, Odor and Fire Damage Clean Up
https://bit.ly/2K344fA 
#carrfire #campfire #shastacounty #servpro #reddingcaliforniapic.twitter.com/MK6OQlyngl",ServproNorthShasta,"(39.79635600146846, -121.64859764464445)"
981,chico native aaron rodgers donate million camp fire victim,0.14048655111003192,0.14055555114241525,0,Chico Native Aaron Rodgers to donate $1 Million to Camp Fire Victims http://bit.ly/2zlkgob ,FOX40 News,"(39.81541619881372, -121.59522808593145)"
982,listen new episode creator theme music taylor williams son elliott e pancake weare campfire applepodcasts spotify wherever podcast,0.14581114608499418,0.15220635188077394,0,"Listen now to the new episode with the creator of our theme music Taylor Williams and his son Elliott, S2-E11: Pancakes weare_campfire applepodcasts spotify or wherever you podcast!!!… https://www.instagram.com/p/BqcyLrThETd/?utm_source=ig_twitter_share&igshid=2wq6l4731qpx …",awcrapahellboypodcast,"(39.717663984537026, -121.67459709253741)"
983,click link bio workofart sirdaniel newmusic hiptro realrapraw trap migos drake latino mexicano nahuatl vishions smoke shop sdsu aztec,0.14817952895854775,0.14974769395138213,0,"Click link in Bio!!!!

.
. 
#workofart #sirdaniel #newmusic #hiptro #realrapraw #trap #migos #drake #latino #mexicano #nahuatl @ Vishions Smoke Shop - SDSU Aztecs https://www.instagram.com/p/BqcwQI4FLVR/?utm_source=ig_twitter_share&igshid=1lnviuuacfzqq …",Sir Daniel,"(39.67935489053218, -121.6260768493091)"
984,toberman st fire aftermath earlymorningfire picounion centeralbureau chiefmiller firefighter daily lafd action losangelesfiredepartment lafdphotography,0.13911888334302586,0.1428722015583315,0,1446 S Toberman St. Fire aftermath 11-21-18 #earlymorningfire #picounion #centeralbureau #chiefmiller #firefighters_daily lafd_in_action losangelesfiredepartment lafdphotography… https://www.instagram.com/p/BqcuR8xBYei/?utm_source=ig_twitter_share&igshid=5j3sge69s5v6 …,Firetrouble  (ypdc),"(39.59191194007408, -121.76078337952437)"
985,late summer filmed music video good friend mine mattbushmanmusic go profile check screengrab marco fontana playing fire new,0.1467264920985115,0.14788818920917604,0,Late this summer I filmed a music video for a good friend of mine mattbushmanmusic - Go to his profile to check it out! This is a screengrab of marco_fontana playing with Fire The new… https://www.instagram.com/p/BqcuILdlzXY/?utm_source=ig_twitter_share&igshid=15opwsmkwrqye …,Matt Hardy,"(39.76967689058968, -121.62994336984606)"
986,smoke shower rain temperature f f humidity wind mph mph,0.1552518081557725,0.16150058887763016,0,"smoke -> shower rain
temperature up 58°F -> 59°F
humidity up 82% -> 93%
wind 5mph -> 9mph",Union City Weather,"(39.72652544983415, -121.63365515053384)"
987,repost tankglassusa get repost tag friend need see puff smoke shop,0.1545769763703313,0.15894692016397124,0,"#Repost tankglassusa with get_repost
・・・
 tag friends who need to see this  @ Puffs Smoke Shop https://www.instagram.com/p/BqcrBasgIPy/?utm_source=ig_twitter_share&igshid=1b0ereaesinsu …",Puff's Smoke Shop,"(39.80892654992296, -121.60761985584257)"
988,almcom monitored commercial fire alarm block se market st portland portland fire rp pdx,0.14320795612989018,0.1486657831922805,0,"ALMCOM - MONITORED COMMERCIAL FIRE ALARM at 900 BLOCK OF SE MARKET ST, PORTLAND, OR [Portland Fire #RP18000096086] 07:41 #pdx911",Mult Co Fire/EMS log,"(39.83241965203792, -121.46833462354083)"
989,smoke shower rain temperature f f humidity wind mph mph,0.1552518081557725,0.16150058887763016,0,"smoke -> shower rain
temperature up 56°F -> 57°F
humidity down 93% -> 80%
wind 13mph -> 8mph","SF Weather, Warnings","(39.764611034280925, -121.7088570031037)"
990,almcom monitored commercial fire alarm block e burnside st portland portland fire rp pdx,0.14206827899495633,0.14532889238787172,0,"ALMCOM - MONITORED COMMERCIAL FIRE ALARM at 4700 BLOCK OF E BURNSIDE ST, PORTLAND, OR [Portland Fire #RP18000096073] 05:03 #pdx911",Mult Co Fire/EMS log,"(39.69665571431019, -121.43868303675858)"
991,current weather san francisco smoke f humidity wind mph pressure mb,0.1501959750908505,0.15425921233487958,0,"current weather in San Francisco: smoke, 56°F
93% humidity, wind 13mph, pressure 1015mb","SF Weather, Warnings","(39.711430929620306, -121.57819118436592)"
992,current weather salina smoke f humidity wind mph pressure mb,0.15301472815314687,0.16226930737623718,0,"current weather in Salinas: smoke, 53°F
70% humidity, wind 8mph, pressure 1016mb",Salinas Weather,"(39.72393634268838, -121.62069866131137)"
993,beautuful sunrise ca nice see beautiful mother nature morning fly many people asked picture fire made personal decision take,0.15370368220748387,0.16005032599585298,0,"Beautuful Sunrise over CA, so nice to see a beautiful Mother Nature this morning as I fly out, many people have asked about pictures of the fires, I made a personal decision not to take… https://www.instagram.com/p/BqcklMSF1qA/?utm_source=ig_twitter_share&igshid=zz9zi5a0loq3 …",Zeph Cunningham,"(39.67231033065964, -121.4936796138328)"
994,elec electrical problem structure block nw luzon st portland portland fire rp pdx,0.14345011561625534,0.14474721383348502,0,"ELEC - ELECTRICAL PROBLEM IN A STRUCTURE at 3300 BLOCK OF NW LUZON ST, PORTLAND, OR [Portland Fire #RP18000096078] 06:28 #pdx911",Mult Co Fire/EMS log,"(39.76276164028743, -121.7426921439498)"
995,whoisthis eye pottspoetry paradise nevada,0.1435858860108008,0.1494176114505757,0,"#whoisthis? #between the eyes @PottsPoetry @ Paradise, Nevada https://www.instagram.com/p/BqckWEaApy4/?utm_source=ig_twitter_share&igshid=11dioregkr72i …",Potts,"(39.78314860829957, -121.41805548245601)"
996,agnistambhasana fire log pose square pose yin yoga intense hip opening require quite degree external rotation femur thigh bone beginner tight,0.13725880634179516,0.1455854354864603,0,"Agnistambhasana - Fire Log Pose, or Square pose in Yin Yoga, is an intense hip opening that require a quite degree of external rotation of the femur (thigh bone). For beginners with tight… https://www.instagram.com/p/BqcjGE_ljrW/?utm_source=ig_twitter_share&igshid=1v7589yfp9u5x …",DINI YOGA PENN COVE,"(39.74307412222251, -121.62128470570224)"
997,part self everything exists relation everything else nothing exists independent even quantum level paradise valley arizona,0.1477404644417637,0.15004286766934127,0,"This is part of why there is no self. Everything exists in relation to everything else. Nothing exists independent of itself even down to the quantum level. @ Paradise Valley, Arizona https://www.instagram.com/p/BqcgCX_FIyY/?utm_source=ig_twitter_share&igshid=1mcsjfnfqqxoq …",Mindful Accord,"(39.69740672876238, -121.6053926827931)"
