,cleaned_message,urgent_cos_sim,non_urgent_cos_sim,urgent,text,username,coordinates
17,pet paradise syntheticgrass green savingwater savingmoney lowmaintenancegarden golf landscape desert oasis resident,0.14007756945595032,0.14139814121338776,0,Pet paradise 60 #syntheticgrass #green #savingwater #savingmoney #lowmaintenancegarden #golf #landscape @ Desert Oasis Residents https://www.instagram.com/p/BqicbTblTJQ/?utm_source=ig_twitter_share&igshid=fkmbrr66q8mx …,"Botanist, LLC","(39.771411475972776, -121.54564546447733)"
18,rain hinders search help nearly put camp fire,0.1399704243576319,0.1400319331051166,0,Rain Hinders Search But Helps Nearly Put Out Camp Fire http://bit.ly/2Af5Ky4 ,FOX40 News,"(39.656256793717226, -121.52546888971189)"
19,amazing creature standing last year quite fire resistant cone open seed grow helped sequoia freaking dragon,0.1406235361761712,0.14559117735035165,0,These amazing creatures have been standing for the last 2600 years! They are quite fire resistant and the cones open and the seeds grow helped by it. #sequoias are the freaking dragons of… https://www.instagram.com/p/BqiaQdFlOHe/?utm_source=ig_twitter_share&igshid=1277tutupzuj4 …,DriKa,"(39.783126027076946, -121.6868663329461)"
20,taking day enjoying listening rain buttecounty buttestrong firefighter sheriff lawenforcement calfire campfire rain rest family thanksgiving,0.13943124919165614,0.14025932502890665,0,I am taking the day off and enjoying listening to the rain. #buttecounty #buttestrong #firefighter #sheriff #lawenforcement #calfire #campfire2018 #rain #rest #family #thanksgiving @… https://www.instagram.com/p/BqiXGBtFk5l/?utm_source=ig_twitter_share&igshid=13ktb915k7r7y …,Aaron Comfort Dog,"(39.62705555868103, -121.56468260581603)"
21,southern marin fire personnel busy first storm season vehicle accident highway small electrical fire boat sausalito waterfront dive,0.14215030562369474,0.15000981848791128,0,"Southern Marin Fire personnel have been busy with the first storm of the season. Vehicle accident on Highway 101, a small electrical fire on a boat in the Sausalito waterfront and a Dive… https://www.instagram.com/p/BqiUgUQFaCA/?utm_source=ig_twitter_share&igshid=110vpvu5yfszd …",Southern Marin Fire,"(39.87365538874358, -121.4511178702317)"
22,yay rain wonderful see bridge cloaked rain cloud instead smoke smog heading north spend day outside toting raincoat boot smile golden gate,0.14125506416857725,0.1417768927198198,0,Yay rain!! So wonderful to see the bridge cloaked in rain clouds instead of smoke or smog!  Heading north to spend the day #outside Toting raincoats and boots and smiles! @ Golden Gate… https://www.instagram.com/p/BqiSygXBnQa/?utm_source=ig_twitter_share&igshid=1e82p8ybwr6h2 …,"Kelly, a reSister","(39.95403904191838, -121.53201295534865)"
23,powerful motivator every time someone told something spark fire thanks told,0.15264273866263664,0.15956890301511192,0,"""No"" is a powerful motivator!
-
Every time someone told you no or that you couldn't do something, didn't that just spark a fire under you?
-
So thanks to all those that told you no or you… https://www.instagram.com/p/BqiP_xklUmy/?utm_source=ig_twitter_share&igshid=1ukfxkkc5prqm …",PattyScheeler,"(39.788897888257324, -121.50191175123823)"
24,regran ed spartanrace drop emoji describes feel reach fire jump firejumpfriday spartan regrann youadapt,0.13822990040427782,0.13853696831282186,0,"@Regran_ed from @SpartanRace  -  Drop an emoji below that describes how you feel when you reach the fire jump.   #FireJumpFriday #spartan  - #regrann
.
.
.
#youadapt… https://www.instagram.com/p/BqiP7yohkVB/?utm_source=ig_twitter_share&igshid=1f6t2pzypcy7q …",Jeremy Ogle,"(39.75785171649218, -121.6276390669545)"
25,cleared vehicle fire sb milepost near delin st,0.14183955747456234,0.14559190060691996,0,Cleared: Vehicle fire on I-5 SB at milepost 133.5 near Delin St.,WSDOT Tacoma,"(39.70515566016876, -121.61496546166566)"
26,extremely thankful people blurry photo smoke house restaurant,0.15325704026322404,0.1644688344638138,0,Extremely thankful for all the people in this blurry photo. @ The Smoke House Restaurant https://www.instagram.com/p/BqiPskCH3Uf/?utm_source=ig_twitter_share&igshid=sihokunys356 …,krista lanphear,"(39.56710629224784, -121.69249598583849)"
27,bless cal fire fire department gathered fight camp fire butte county northern california incredible work effort get horrible disaster,0.13723272784987212,0.14182108216677156,0,"Bless Cal Fire and all the fire departments gathered to fight the Camp Fire, in Butte County Northern California for their incredible work effort to get this horrible disaster… https://www.instagram.com/theroxycross/p/BqiPpYzh883/?utm_source=ig_twitter_share&igshid=b08m3h48rkvd …",Roxy Cross,"(39.797311926231316, -121.71621195370341)"
28,bout smoke super charged wood bust plate outta tupperwares cause black friday really san jose california,0.1472476147817117,0.1522770874651597,0,"Bout to smoke this super charged wood then bust down a plate outta 8 tupperwares cause that’s what Black Friday REALLY all about @ San Jose, California https://www.instagram.com/p/BqiOxBXHpfE/?utm_source=ig_twitter_share&igshid=19el80xbzjpjb …",ANONYMOUS DEALER OF DEATH,"(39.729635018978826, -121.51788531374807)"
29,come join u today raise hell survivor camp fire paradise last week raised sierranevada relief fund proceeds,0.14711010673295924,0.14829370573333814,0,Come and join us today to “raise some hell” for the survivors of the Camp Fire up in Paradise!! In the last week we have raised $1500 for the @sierranevada Relief fund All proceeds from… https://www.instagram.com/p/BqdqwcsAP1N/?utm_source=ig_twitter_share&igshid=1ur4wzcphzyd2 …,Devil's Slide Taproom,"(39.78977754890261, -121.62752569435062)"
30,autumn sun slowly setting thru hazy smoky sky air quality wa deemed unhealthy many bay area thanks camp fire burning north limit outdoor,0.1473560972553902,0.1541834123994929,0,"The autumn sun slowly setting thru our hazy, smoky skies. Air quality was deemed very unhealthy for many here in the Bay Area, thanks to the Camp Fire burning to the north. Limit outdoor… https://www.instagram.com/p/BqiN1yqlfPh/?utm_source=ig_twitter_share&igshid=1uiabcy3j43xx …",William Justo,"(39.95229933625121, -121.52538935507275)"
31,hazy sunset city air quality wa deemed unhealthy many bay area thanks camp fire burning north limit outdoor exposure pic,0.14402470146701912,0.1504145868326275,0,"A hazy sunset once again over the city. Air quality was deemed very unhealthy for many here in the Bay Area, thanks to the Camp Fire burning to the north. Limit outdoor exposure! Pics… https://www.instagram.com/p/BqiNjhulNpE/?utm_source=ig_twitter_share&igshid=ef5t1so6tqgj …",William Justo,"(39.75985054215889, -121.57501303070644)"
32,brother law chilled run torrential rain warms fire accompanied funny little dog big sur california,0.13494177936583465,0.13860697200830835,0,"Brother-in-law, chilled from run in torrential rain, warms by the fire accompanied by Funny Little Dog. @ Big Sur, California https://www.instagram.com/p/BqiNFRVAFUS/?utm_source=ig_twitter_share&igshid=futzmpyfx2ue …",Hart Hanson,"(39.70027470876032, -121.6682371914658)"
33,today good day sit fire relax relaxing black friday home fire interior design warm house decor love architecture instagood,0.13338265698039467,0.13772051132329546,0,"
.
.
.
Today is a good day to sit by the fire and relax! 
.
.
.
Relaxing > Black Friday
.
.
.
#home #fire #interior #design #warm #house #decor #love #architecture #instagood… https://www.instagram.com/p/BqiLTI-Hic7/?utm_source=ig_twitter_share&igshid=1gqynzn13a1cv …",Cameron Meredith ☀,"(39.76379147643338, -121.6322519045917)"
34,state california continues bad unhealthy air quality due wildfire burning around region particularly camp fire even haze wa easily visible night,0.1418018809028074,0.1437765440976033,0,"The state of California continues to have very bad, unhealthy air quality due to wildfires burning around the region, particularly the Camp Fire. Even the haze was easily visible at night.… https://www.instagram.com/p/BqiM1HxFseS/?utm_source=ig_twitter_share&igshid=8yozwqx8w1h3 …",William Justo,"(39.76872050880356, -121.4396133100334)"
35,california including bay area continues bad unhealthy air quality due wildfire raging around region particularly camp fire limit outdoor activity,0.136109106893827,0.14110822898223965,0,"California, including the Bay Area, continues to have very bad, unhealthy air quality due to wildfires raging around the region, particularly the Camp Fire. Limit outdoor activities,… https://www.instagram.com/p/BqiMxvDFVmw/?utm_source=ig_twitter_share&igshid=1hpsizahzkqz7 …",William Justo,"(39.75553921668796, -121.83178981914111)"
36,feeling extra grateful week campfire percent contained active hot spot detected may long time rebuilding process begin,0.142601254878858,0.14575002686102104,0,Feeling extra grateful this week. The #CampFire is 95 percent contained and there are no active hot spots detected. It may be a long time before the rebuilding process can begin for our… https://www.instagram.com/p/BqiI7LxHVCc/?utm_source=ig_twitter_share&igshid=1wgnmkwkca0dd …,April,"(39.62328032696649, -121.62296184067202)"
37,always one create something ha always set soul fire able create something benefit others even incredible today want,0.1394638961951561,0.14479057704033954,0,I’ve always been one to create! It’s something that has always just set my soul on fire. And being able to create something that can benefit others is even more incredible!Today I want to… https://www.instagram.com/p/BqiGmeclCbB/?utm_source=ig_twitter_share&igshid=gti7wdwflpe2 …,The Happy Workaholic,"(39.6827976408276, -121.54002085027311)"
38,med medical sw th ave sw morrison st portland portland fire rp pdx,0.14643264560821234,0.14774137847429272,0,"MED - MEDICAL at SW 20TH AVE / SW MORRISON ST, PORTLAND, OR [Portland Fire #RP18000096714] 10:10 #pdx911",Mult Co Fire/EMS log,"(39.78020957991678, -121.66911516112256)"
39,almres monitored residential fire alarm block se sherrett st portland portland fire rp pdx,0.14173325573460588,0.1516716943398881,0,"ALMRES - MONITORED RESIDENTIAL FIRE ALARM at 7100 BLOCK OF SE SHERRETT ST, PORTLAND, OR [Portland Fire #RP18000096708] 09:33 #pdx911",Mult Co Fire/EMS log,"(39.81856288057541, -121.55816678778889)"
40,sunrise mall sunrise marketplace macy collecting gift card cash donation victim camp fire come see u noon thanks,0.14738326337017166,0.15031677337290295,0,We’re at Sunrise Mall at Sunrise Marketplace by Macy’s collecting gift cards and cash donations for the victims of the Camp Fire come down and See us we’re here until noon!! Thanks to the… https://www.instagram.com/p/Bqh_i-gHd6j/?utm_source=ig_twitter_share&igshid=1g3m64pxxt36u …,Jennifer Steele,"(39.64984085237017, -121.65515339229043)"
41,almcom monitored commercial fire alarm block ne glisan st portland portland fire rp pdx,0.14020650530251058,0.14230937201228894,0,"ALMCOM - MONITORED COMMERCIAL FIRE ALARM at 11500 BLOCK OF NE GLISAN ST, PORTLAND, OR [Portland Fire #RP18000096703] 09:04 #pdx911",Mult Co Fire/EMS log,"(39.74227543413547, -121.53323995521302)"
42,smokea smoke investigation outside structure block se mcloughlin blvd portland portland fire rp,0.1531704072667341,0.15664380165701494,0,"SMOKEA - SMOKE INVESTIGATION OUTSIDE A STRUCTURE at 4500 BLOCK OF SE MCLOUGHLIN BLVD, PORTLAND, OR [Portland Fire #RP18000096701] 08:53",Mult Co Fire/EMS log,"(39.871943123596665, -121.70089171525373)"
43,vast stillness barren landscape deep peace desert stokes creative fire see sister chose live desertlife getoutside morongo valley,0.144427625209816,0.15264227069561306,0,"The vast stillness and barren landscape; the deep peace of the desert-stokes my creative fire. I can see why my sister chose to live here. 

#desertlife #5D #getoutside @ Morongo Valley,… https://www.instagram.com/p/Bqh9HAfnmo2/?utm_source=ig_twitter_share&igshid=i2kgat9kt4by …",krenshawfilms,"(39.68974029052233, -121.43096636927518)"
44,sneak peak new single platform swifthomicide sound grrr stockton fire mind clip tomorrow available spotify itunes youtube link bio stockton,0.1496109243847208,0.1498489151985803,0,"Sneak peak at the new single on all platforms #SwiftHomicide #777Sounds #grrr #Stockton #fire #Mind #Clip #2018 #Tomorrow #Available #Spotify #ITunes #YouTube LINK IN BIO @ Stockton,… https://www.instagram.com/p/BqIubDmg23m/?utm_source=ig_twitter_share&igshid=1dxo16qhz1o9y …",Swift Homicide,"(39.89513964863252, -121.71905492854395)"
45,see fire destruction could always turn around malibu beach rd point,0.14701148867616998,0.15269571070348545,0,"But if all you see is fire and destruction, you could always just turn around @ Malibu Beach ~ 3rd Point https://www.instagram.com/p/Bqh7VsUlnKX/?utm_source=ig_twitter_share&igshid=f9f4yst8h8pv …",jeffalopolis,"(39.887856765431295, -121.48991428130425)"
46,calfire reporting campfire contained acre burned structure type destroyed condition rain ha assisted extinguishing hot spot smoldering,0.1396645738055064,0.1473071186566468,0,"calfire reporting #CampFire 95% contained, 153,336 acres burned, and 18,733 structures (all types) destroyed. Conditions: The rain has assisted in extinguishing hot spots and smoldering… https://www.instagram.com/p/Bqh58yCgwVx/?utm_source=ig_twitter_share&igshid=1tsqltdecxc0y …",Jeffrey Bezore,"(39.80567728032818, -121.70939360085238)"
47,mom lost everything paradise camp fire paradise california,0.14005236863818016,0.14457533188873356,0,"My mom lost everything in the Paradise Camp Fire @ Paradise, California https://www.instagram.com/p/Bqh5R7cFc5h/?utm_source=ig_twitter_share&igshid=1antld7eg75q8 …",Alisa,"(39.634631280212346, -121.60703067154166)"
48,forest rejuvenate first must survive great fire burn ground hopefully sparing enough leyefe allow grow sadly like thing,0.14581051243988505,0.14896029624088833,0,"for a forest to rejuvenAte itself, it first must survive a greAt fire thAt burns itself to the ground, hopefully spAring enough leyefe to allow it to grow again. sAdly, like all things… https://www.instagram.com/p/Bqh3blen6Nq/?utm_source=ig_twitter_share&igshid=y2y1920mrl8w …",brokenArgyle,"(39.68943218356495, -121.60413655682326)"
49,happy birthday mom today would nd birthday never played victim showed even slightest hint negativity throughout entire duration nearly,0.14419169820297292,0.14593811199810594,0,"Happy Birthday, Mom! Today would’ve been her 72nd birthday. She never once played a victim or showed even the slightest hint of negativity throughout the entire duration of nearly 30… https://www.instagram.com/p/Bqh2B7QAf2M/?utm_source=ig_twitter_share&igshid=1wke1zraaikqz …",Nell Stephenson,"(39.76852652757515, -121.68903653401625)"
50,sometimes seek paradise time stumble across utah slc visualsofearth ill landscape gooutsideandplay themodrendayexplorer discoverearth,0.14818376535790756,0.159093037826786,0,"181123 - Sometimes you seek paradise, other times you stumble across it. 

•
•
•

#Utah #SLC #visualsofearth #ill_landscapes #gooutsideandplay #themodrendayexplorer #discoverearth… https://www.instagram.com/p/BqhzaFBAany/?utm_source=ig_twitter_share&igshid=nwweon74ka9z …",Patrick Malley,"(39.76936517801897, -121.62610474762819)"
51,almcom monitored commercial fire alarm block sw morrison st portland portland fire rp pdx,0.13904613255025214,0.1439854977748049,0,"ALMCOM - MONITORED COMMERCIAL FIRE ALARM at 1800 BLOCK OF SW MORRISON ST, PORTLAND, OR [Portland Fire #RP18000096685] 07:14 #pdx911",Mult Co Fire/EMS log,"(39.696844207524265, -121.61332268405586)"
52,think important public understands special paradise california wa fire sometimes hard relate another town see destruction,0.1478785452404916,0.1566738803266974,0,I think it’s important the public understands just how special Paradise California was before the fire. Sometimes it’s hard to relate to another town when all you see is destruction. This… https://www.instagram.com/p/Bqhx-8pgedx/?utm_source=ig_twitter_share&igshid=r04b0b3ukjh5 …,Michael Capponi,"(39.760398839920946, -121.48411858472126)"
53,almcom monitored commercial fire alarm block ne argyle dr portland portland fire rp pdx,0.13602040358500844,0.13633901343936436,0,"ALMCOM - MONITORED COMMERCIAL FIRE ALARM at 1600 BLOCK OF NE ARGYLE DR, PORTLAND, OR [Portland Fire #RP18000096684] 07:10 #pdx911",Mult Co Fire/EMS log,"(39.977355209257915, -121.60759034660687)"
54,good morning southern california wa magic watching sunrise morning favorite beach malibu sad see much charred fire grateful,0.13841630156147058,0.14142727283379253,0,Good morning Southern California! It was magic watching the sunrise this morning from my favorite beach in Malibu. Sad to see so much of it charred from the fires. Grateful that it will… https://www.instagram.com/p/BqhwIB3ASPi/?utm_source=ig_twitter_share&igshid=100wudik7z74g …,Justin Sanchez,"(39.802477194341655, -121.65692729588824)"
55,heart go victim california fire california fire donate percentage sale every bottle nautiqa rose,0.13736080787234184,0.14247192826866933,0,Our hearts go out to all the victims of the California fires. #California fires. http://DrinkPinks.com  will donate a percentage of the sale of every bottle of Nautiqa Rose until… https://www.instagram.com/drinkpinks2016/p/BqhuwrYnlxV/?utm_source=ig_twitter_share&igshid=1eg0jj4hrggvt …,NautiqaRose,"(39.68681756349653, -121.62744439807666)"
56,almcom monitored commercial fire alarm block ne argyle dr portland portland fire rp pdx,0.13602040358500844,0.13633901343936436,0,"ALMCOM - MONITORED COMMERCIAL FIRE ALARM at 1600 BLOCK OF NE ARGYLE DR, PORTLAND, OR [Portland Fire #RP18000096679] 06:42 #pdx911",Mult Co Fire/EMS log,"(39.593863007396834, -121.62969040070371)"
57,almcom monitored commercial fire alarm block se tenino st portland portland fire rp pdx,0.1422836829285788,0.1457934299335595,0,"ALMCOM - MONITORED COMMERCIAL FIRE ALARM at 1700 BLOCK OF SE TENINO ST, PORTLAND, OR [Portland Fire #RP18000096667] 04:45 #pdx911",Mult Co Fire/EMS log,"(39.787990861629645, -121.66670560040431)"
58,bomberos mexicali fotografodebomberos luisfelipegaspar bomberos mexicali capacitacion bomberosmexicali luisfelipegaspar mexicali bajacalifornia fire photography,0.13193989645628507,0.13714701782923666,0,"Bomberos Mexicali 
#fotografodebomberos
#luisfelipegaspar
#bomberos #Mexicali #capacitacion #BomberosMexicali #luisFelipeGaspar #MEXICALI #BajaCalifornia #fire #photography… https://www.instagram.com/p/BqhlfxWniwB/?utm_source=ig_twitter_share&igshid=v03sn8b4ozxx …",Luis Felipe Gaspar,"(39.75480556143382, -121.65246779852558)"
59,almcom monitored commercial fire alarm block ne argyle dr portland portland fire rp pdx,0.13602040358500844,0.13633901343936436,0,"ALMCOM - MONITORED COMMERCIAL FIRE ALARM at 1600 BLOCK OF NE ARGYLE DR, PORTLAND, OR [Portland Fire #RP18000096668] 04:47 #pdx911",Mult Co Fire/EMS log,"(39.757418560486904, -121.6205428709672)"
60,med medical se grant st se th pl portland portland fire rp pdx,0.14456992084024356,0.14780507774180462,0,"MED - MEDICAL at SE GRANT ST / SE 28TH PL, PORTLAND, OR [Portland Fire #RP18000096657] 02:52 #pdx911",Mult Co Fire/EMS log,"(39.738363407214166, -121.56853482180821)"
61,med medical se th ave e burnside st portland portland fire rp pdx,0.1500193710876521,0.15029436996448378,0,"MED - MEDICAL at SE 124TH AVE / E BURNSIDE ST, PORTLAND, OR [Portland Fire #RP18000096649] 01:40 #pdx911",Mult Co Fire/EMS log,"(39.65079512044602, -121.77371023293404)"
62,med medical sw mill st sw th ave portland portland fire rp pdx,0.14869284910423966,0.14961054270818971,0,"MED - MEDICAL at SW MILL ST / SW 10TH AVE, PORTLAND, OR [Portland Fire #RP18000096646] 01:35 #pdx911",Mult Co Fire/EMS log,"(39.76226890706492, -121.61885286170727)"
63,almcom monitored commercial fire alarm block ne glisan st portland portland fire rp pdx,0.14020650530251058,0.14230937201228894,0,"ALMCOM - MONITORED COMMERCIAL FIRE ALARM at 11500 BLOCK OF NE GLISAN ST, PORTLAND, OR [Portland Fire #RP18000096654] 02:18 #pdx911",Mult Co Fire/EMS log,"(39.6216469616008, -121.57060597121931)"
64,afire apartment multi dwelling structure fire block se cesar e chavez blvd portland portland fire rp,0.14711518873434656,0.14859136850622476,0,"AFIRE - APARTMENT OR MULTI DWELLING STRUCTURE FIRE at 4600 BLOCK OF SE CESAR E CHAVEZ BLVD, PORTLAND, OR [Portland Fire #RP18000096638]",Mult Co Fire/EMS log,"(39.763938025208, -121.62632680648089)"
65,polreq police request dispatch balance sw th ave sw mill st portland fire rp pdx,0.1446878929907156,0.1464263563168161,0,POLREQ - POLICE REQUEST (DISPATCH/BALANCE) at SW 6TH AVE / SW MILL ST [Portland Fire #RP18000096650] 01:50 #pdx911,Mult Co Fire/EMS log,"(39.90418074960041, -121.56934563869576)"
66,make sure stove fireplace putting family risk thanksgiving sandiego fire pet er pet,0.15164775895954155,0.15576346727565674,0,Make sure the stove and fireplace are not putting you or your family at risk. #thanksgiving #sandiego #fire #pets @ ER4PETS https://www.instagram.com/p/BqhKIxUnTwT/?utm_source=ig_twitter_share&igshid=18yeiogl3hxyk …,PETSURG & ER4PETS,"(39.712925194589715, -121.6047453683589)"
67,wonderful see simms helping fire victim warm clothes thanks inspiring message paradise california,0.1450782359614558,0.1505643837620354,0,"This is wonderful to see...Simms helping out fire victims with warm clothes. thanks for the inspiring message! @ Paradise, California https://www.instagram.com/p/BqhKCSwjqBr/?utm_source=ig_twitter_share&igshid=diqg1er2p71d …",Ross Purnell,"(39.70114248344597, -121.54866209410224)"
68,youngest two kid needed cheering first mass shooting borderline across street fire swept thru home town thousandoaks decided,0.1453920155833787,0.1507826265020598,0,Our youngest two kids needed some cheering up. First the mass shooting at Borderline across the street and then the fires swept thru our home town of #thousandoaks. So we decided to… https://www.instagram.com/p/BqhFyFkAOdc/?utm_source=ig_twitter_share&igshid=dn3jxvb5hkv5 …,Sarah Petty Silikula,"(39.95527144981418, -121.61695044764454)"
69,med medical block se umatilla st portland portland fire rp pdx,0.14872874004811296,0.15090950069578932,0,"MED - MEDICAL at 2400 BLOCK OF SE UMATILLA ST, PORTLAND, OR [Portland Fire #RP18000096628] 00:06 #pdx911",Mult Co Fire/EMS log,"(39.60311429192429, -121.48811885211464)"
70,ta traffic accident st response fire em se kelly st se th ave portland portland fire rp pdx,0.14734193187820718,0.1484821845077084,0,"TA1 - TRAFFIC ACCIDENT - 1ST RESPONSE (FIRE & EMS) at SE KELLY ST / SE 7TH AVE, PORTLAND, OR [Portland Fire #RP18000096632] 00:32 #pdx911",Mult Co Fire/EMS log,"(39.65935944994064, -121.54714383428427)"
